Barmen-B,Barmen,1905.??.??,?,"Swiderski, Rudolf","Nimzowitsch, Aaron ",,,D61,"[['c4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['Bg5', 'Nbd7'], ['e3', 'c6'], ['Nf3', 'Be7'], ['Qc2', 'O-O'], ['Rd1', 'Re8\n'], ['Bd3', 'dxc4'], ['Bxc4', 'Nd5'], ['Bxe7', 'Qxe7'], ['O-O', 'b5'], ['Bxd5', 'cxd5'], ['Nxb5', 'Ba6'], ['Qa4', 'Bxb5\n'], ['Qxb5', 'Reb8'], ['Qe2', 'a5'], ['Rc1', 'Qd8'], ['Rc3', 'a4'], ['Rfc1', 'Qa5'], ['Rc7', 'Nb6'], ['R1c5', 'Qb4\n'], ['a3', 'Qb3'], ['Ng5', 'Qa2'], ['h3', 'Rf8'], ['Kh2', 'h6'], ['Nxe6', 'Rfc8'], ['Qf3', 'Rf8'], ['Qg3', 'g6\n'], ['Qxg6+', 'fxg6'], ['Rg7+', 'Kh8'], ['Rcc7', '']]",1-0
Barmen-B,Barmen,1905.??.??,?,"Lee, Francis","Nimzowitsch, Aaron ",,,D02,"[['d4', 'd5'], ['Nf3', 'e6'], ['Bf4', 'Bd6'], ['Bg3', 'Nf6'], ['Nbd2', 'Ne4'], ['e3', 'Nd7'], ['Bxd6', 'cxd6'], ['c4', 'O-O\n'], ['cxd5', 'exd5'], ['Bd3', 'Ndf6'], ['O-O', 'Qa5'], ['Nb3', 'Qb6'], ['h3', 'a5'], ['Rb1', 'Bd7'], ['Qe2', 'Rac8\n'], ['Nbd2', 'Rc7'], ['Ne1', 'Rfc8'], ['Kh2', 'Ba4'], ['f3', 'Ng5'], ['h4', 'Ne6'], ['b3', 'Bc6'], ['g4', 'Re7\n'], ['Qf2', 'Bb5'], ['Bxb5', 'Qxb5'], ['g5', 'Nd7'], ['Qg3', 'Qe2+'], ['Qf2', 'Qa6'], ['Qg3', 'Rc3'], ['Ng2', 'Rc2\n'], ['Rf2', 'Rxa2'], ['Ne1', 'b5'], ['Rc1', 'a4'], ['Nd3', 'axb3'], ['Nb4', 'Qa3'], ['Nxa2', 'bxa2'], ['Qg1', 'Qxe3\n'], ['Ra1', 'Qxd4'], ['f4', 'Nxf4'], ['Nf3', 'Qe3'], ['Raxa2', 'Re8'], ['Qg4', 'Nc5'], ['Ng1', 'Ncd3'], ['Rf3', 'Qe5\n'], ['Qg3', 'b4'], ['Rd2', 'Nh5'], ['Qxe5', 'Nxe5'], ['Rb3', 'Ng4+'], ['Kg2', 'Re4'], ['Rxd5', 'Rf4'], ['Rxd6', 'f5\n'], ['Rf3', 'Ne5'], ['Rxf4', 'Nxf4+'], ['Kf2', 'b3'], ['Nf3', 'Nc4'], ['Rd8+', 'Kf7'], ['Nd2', 'Ke7'], ['Rb8', 'Nxd2\n'], ['Ke3', 'Ng2+'], ['Kxd2', 'Nxh4'], ['Ke3', 'Ke6'], ['Rxb3', '']]",1/2-1/2
Barmen-B,Barmen,1905.??.??,?,"Leussen, Benjamin","Nimzowitsch, Aaron ",,,D07,"[['d4', 'd5'], ['c4', 'Nc6'], ['Nc3', 'e5'], ['cxd5', 'exd4'], ['dxc6', 'dxc3'], ['Qxd8+', 'Kxd8'], ['bxc3', 'Nf6\n'], ['g3', 'bxc6'], ['Bg2', 'Nd5'], ['Bd2', 'Be7'], ['Nf3', 'Bf6'], ['Nd4', 'Bd7'], ['e4', 'Nb4'], ['cxb4', 'Bxd4\n'], ['Rd1', 'Kc8'], ['O-O', 'c5'], ['Bf4', 'Bb5'], ['bxc5', 'Bc3'], ['Bh3+', 'Kb7'], ['Rb1', 'Kc6'], ['Rfc1', 'Bd4\n'], ['e5', '']]",1-0
Barmen-B,Barmen,1905.??.??,?,"Nimzowitsch, Aaron ","Baird, John Washington",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Nxd4'], ['Qxd4', 'Qf6'], ['Qc3', 'Qxc3+'], ['Nxc3', 'Bb4\n'], ['Bd2', 'Ne7'], ['O-O-O', 'a6'], ['g3', 'd6'], ['Bg2', 'O-O'], ['f4', 'Bg4'], ['Rde1', 'Rad8'], ['a3', 'Bc5\n'], ['Nd1', 'Rfe8'], ['Ne3', 'Bd7'], ['b4', 'Ba7'], ['c4', 'Bc6'], ['Nd5', 'Nxd5'], ['cxd5', 'Bd7'], ['e5', 'Bd4\n'], ['e6', 'fxe6'], ['dxe6', 'Bc6'], ['Bxc6', 'bxc6'], ['f5', 'Rb8'], ['Kc2', 'Rb5'], ['g4', 'Be5'], ['h3', 'Reb8\n'], ['Rhf1', 'Rd5'], ['Bc3', 'Bxc3'], ['Kxc3', 'a5'], ['g5', 'axb4+'], ['axb4', 'g6'], ['f6', 'Kf8'], ['h4', 'c5\n'], ['Rf4', 'cxb4+'], ['Rxb4', 'Ra8'], ['Reb1', '']]",1-0
Barmen-B,Barmen,1905.??.??,?,"Nimzowitsch, Aaron ","Cohn, Wilhelm",,,C01,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['Nc3', 'Nf6'], ['d4', 'd5'], ['Ne5', 'Bf5'], ['Ne2', 'Bd6\n'], ['Ng3', 'Be4'], ['f3', 'Bg6'], ['Bg5', 'h6'], ['Bh4', 'Qe7'], ['Bb5+', 'c6'], ['O-O', 'Bxe5'], ['dxe5', 'Qc5+\n'], ['Rf2', 'Nfd7'], ['Bd3', 'O-O'], ['f4', 'Na6'], ['Qg4', 'Kh7'], ['Qxd7', 'Bxd3'], ['cxd3', 'Nb4'], ['Be7', 'Qd4\n'], ['Rd1', 'Nxd3'], ['Qf5+', '']]",1-0
Barmen-B,Barmen,1905.??.??,?,"Nimzowitsch, Aaron ","Fahrni, Hans",,,B22,"[['e4', 'c5'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['d4', 'cxd4'], ['cxd4', 'Nc6'], ['Nc3', 'Qxd4'], ['Bd3', 'Nb4'], ['Bb5+', 'Bd7\n'], ['Qxd4', 'Nc2+'], ['Kf1', 'Nxd4'], ['Bxd7+', 'Kxd7'], ['Be3', 'Nf5'], ['Rd1+', 'Nd6'], ['Nf3', 'f6'], ['Nd4', 'Rc8\n'], ['h4', 'Ke8'], ['Ne6', 'Kf7'], ['Nxf8', 'Rxf8'], ['Bxa7', 'Nh6'], ['Rh3', 'Rc8'], ['Be3', 'Nhf5'], ['Bc1', 'h5\n'], ['b3', 'Nxh4'], ['Rxh4', 'Rxc3'], ['Ba3', 'Nf5'], ['Rf4', 'g6'], ['g3', 'Rc2'], ['Rd7', 'Ra8'], ['Bxe7', 'Nxe7\n'], ['Re4', 'Re8'], ['a4', 'b6'], ['Rb7', 'Rc6'], ['Rb4', 'Ra8'], ['R4xb6', 'Rxb6'], ['Rxb6', 'g5'], ['Rb7', 'Ra5']]",0-1
Barmen-B,Barmen,1905.??.??,?,"Nimzowitsch, Aaron ","Forgacs, Leo",,,C47,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Bb4'], ['Nxc6', 'bxc6'], ['Bd3', 'd5'], ['exd5', 'cxd5\n'], ['O-O', 'O-O'], ['Bg5', 'c6'], ['Ne2', 'Bg4'], ['f3', 'Bh5'], ['Ng3', 'Bg6'], ['f4', 'Bxd3'], ['cxd3', 'Re8\n'], ['d4', 'h6'], ['Bh4', 'Qd6'], ['f5', 'Ne4'], ['Qg4', 'Kh7'], ['Nh5', 'Rg8'], ['Rf3', 'Qd7'], ['Bg3', 'Rae8\n'], ['Be5', 'Bd6'], ['Rh3', 'Bxe5'], ['dxe5', 'Rxe5'], ['Nxg7', 'Rxg7'], ['Rxh6+', 'Kg8'], ['Qh4', 'f6'], ['Qh5', 'Rh7\n'], ['Qg6+', 'Kh8'], ['Re1', 'Rxh6'], ['Qxh6+', 'Kg8'], ['Re3', 'Qxf5']]",0-1
Barmen-B,Barmen,1905.??.??,?,"Nimzowitsch, Aaron ","Kopa, Ignacy",,,B22,"[['e4', 'c5'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['d4', 'Nf6'], ['Be3', 'e6'], ['Nf3', 'Nbd7'], ['c4', 'Qd6'], ['Nc3', 'cxd4\n'], ['Nxd4', 'Be7'], ['Qc2', 'O-O'], ['Be2', 'Re8'], ['O-O', 'Ne5'], ['h3', 'a6'], ['Rfd1', 'Qc7'], ['Rac1', 'Bd7\n'], ['c5', 'Qxc5'], ['Nxe6', 'Qc8'], ['Nf4', 'Bc6'], ['Na4', 'Bd8'], ['Bb6', 'Bc7'], ['Nd3', 'Nxd3'], ['Bxd3', 'Bf4\n'], ['Rb1', 'Qe6'], ['Nc5', 'Qe5'], ['Bf1', 'Qg5'], ['Nd3', 'Bd6'], ['Bc5', 'Bc7'], ['Be3', 'Qg6'], ['Nb4', 'Be4\n'], ['Nd3', 'Nd5'], ['Qb3', 'Nxe3'], ['fxe3', 'Qg3'], ['Nf4', 'Bxf4'], ['exf4', 'Qxb3'], ['axb3', 'Bxb1\n'], ['Rxb1', 'Rad8'], ['Rc1', 'Rd2'], ['Rc7', 'b5'], ['Ra7', 'g6'], ['f5', 'gxf5'], ['Rxa6', 'Re1'], ['Rf6', 'Rxb2\n'], ['Rxf5', 'Rxb3'], ['Kh2', 'Reb1'], ['Be2', 'Kg7'], ['h4', 'R1b2'], ['Bf3', 'Rc3'], ['Kh3', 'h6'], ['Kg4', 'b4\n'], ['Kh5', 'Rf2'], ['Rb5', 'b3'], ['Bd1', 'b2'], ['Bf3', 'Rc5+'], ['Rxc5', 'b1=Q']]",0-1
Barmen-B,Barmen,1905.??.??,?,"Nimzowitsch, Aaron ","Neumann, Augustin",,,B22,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['c3', 'e6'], ['d4', 'd5'], ['exd5', 'exd5'], ['Bb5', 'Bd6'], ['Be3', 'cxd4'], ['Nxd4', 'Ne7\n'], ['O-O', 'O-O'], ['Nd2', 'a6'], ['Be2', 'Qc7'], ['N2f3', 'Bd7'], ['c4', 'dxc4'], ['Bxc4', 'Nxd4'], ['Qxd4', 'Nf5\n'], ['Qd3', 'Nxe3'], ['fxe3', 'Bf5'], ['Qxf5', 'Qxc4'], ['Rac1', 'Qb5'], ['Qc2', 'Rae8'], ['e4', 'Bf4'], ['Rce1', 'Rc8\n'], ['Qf2', 'Qc5'], ['g3', 'Bb8'], ['Kg2', 'f6'], ['Qxc5', 'Rxc5'], ['Rf2', 'Re8'], ['Rfe2', 'Kf7'], ['Kf2', 'g5\n'], ['Nd4', 'Ba7'], ['Kg2', 'Rd8'], ['Nf3', 'Bb8'], ['Kh3', 'Rd3'], ['Kg2', 'h5'], ['Rf1', 'Kg6'], ['Ref2', 'Re3\n'], ['e5', 'f5'], ['Nxg5', 'Bxe5'], ['Ne6', 'Rb5'], ['b3', 'Bxg3'], ['Nf8+', 'Kg7'], ['hxg3', 'Kxf8'], ['Rxf5+', 'Rxf5\n'], ['Rxf5+', 'Kg7'], ['Rf2', 'Re1'], ['Kh3', 'Kg6'], ['Rc2', 'Re6'], ['Kh4', 'Re7'], ['Rd2', 'Re4+'], ['Kh3', '']]",1/2-1/2
Barmen-B,Barmen,1905.??.??,?,"Nimzowitsch, Aaron ","Perlis, Julius",,,B44,"[['e4', 'e6'], ['c4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Bb4'], ['Nxc6', 'bxc6'], ['e5', 'Ne4\n'], ['Qg4', 'Nxc3'], ['Bd2', 'Qa5'], ['Qxg7', 'Rf8'], ['a3', 'Nd5'], ['Bxb4', 'Nxb4'], ['O-O-O', 'Na6'], ['f4', 'Rb8\n'], ['Qxh7', 'Qb6'], ['Qc2', 'Qe3+'], ['Qd2', 'Qb3'], ['Qc2', 'Nc5'], ['Bd3', 'Ba6'], ['Qxb3', 'Nxb3+'], ['Kc2', 'c5\n'], ['Kc3', 'Ke7']]",0-1
Barmen-B,Barmen,1905.??.??,?,"Nimzowitsch, Aaron ","Przepiorka, Dawid",,,B22,"[['e4', 'c5'], ['c3', 'd5'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Qxd7'], ['d4', 'dxe4'], ['dxc5', 'Qxd1+'], ['Kxd1', 'e5\n'], ['b4', 'a5'], ['Bb2', 'axb4'], ['cxb4', 'Nc6'], ['a3', 'O-O-O+'], ['Nd2', 'f5'], ['Nh3', 'Be7'], ['Ke2', 'Nd4+\n'], ['Bxd4', 'exd4'], ['Rhc1', 'Bf6'], ['Rab1', 'Nh6'], ['b5', 'Rhe8'], ['Nc4', 'Re7'], ['c6', 'bxc6'], ['Na5', 'd3+\n'], ['Kd2', 'Rd5'], ['Nxc6', 'Kb7'], ['Na5+', 'Kb8'], ['Nc6+', 'Kb7']]",1/2-1/2
