WYb10,Heraklio GRE,2004.11.04,1,"Hou,Y","Khvan,Boris",,,B71,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['f4', 'Nc6'], ['Nxc6', 'bxc6'], ['e5', 'Bg4\n'], ['Be2', 'Bxe2'], ['Qxe2', 'dxe5'], ['fxe5', 'Nd5'], ['e6', 'f5'], ['Qe5', 'Nf6'], ['Bf4', 'Bg7'], ['Qc5', 'O-O\n'], ['Qxc6', 'Rc8'], ['Qf3', 'Qa5'], ['O-O', 'Qb6+'], ['Kh1', 'Qxb2'], ['Be5', 'Ng4'], ['Bxg7', 'Kxg7'], ['Nd5', 'Qe5\n'], ['Nf4', 'Rc3'], ['Qb7', 'Rc7'], ['Qf3', 'Rfc8'], ['Rae1', 'Qf6'], ['Qg3', 'Rxc2'], ['h3', 'R8c3'], ['Rf3', 'Rxf3\n'], ['Qxf3', 'Qh4'], ['Rb1', 'Rf2'], ['Qc3+', 'Qf6'], ['Qc7', 'Qh4'], ['Qc3+', 'Qf6'], ['Qc7', 'Ne3'], ['Re1', 'Qg5\n'], ['g3', 'Nc4'], ['h4', 'Qg4'], ['Qxe7+', 'Kg8'], ['Qf7+', 'Kh8'], ['Qf8+', '']]",1-0
WYb10,Heraklio GRE,2004.11.05,2,"Galymzhanov,Alymzhan","Hou,Y",,,B50,"[['e4', 'c5'], ['Nf3', 'd6'], ['d3', 'Nc6'], ['Bf4', 'g6'], ['Nc3', 'Bg7'], ['Qd2', 'a6'], ['Be2', 'b5'], ['h3', 'e5'], ['Be3', 'Nge7\n'], ['Bh6', 'O-O'], ['Bxg7', 'Kxg7'], ['a4', 'b4'], ['Nd5', 'Be6'], ['Ne3', 'd5'], ['exd5', 'Nxd5'], ['Ng4', 'f6\n'], ['Qh6+', 'Kg8'], ['O-O', 'Nf4'], ['Bd1', 'Qd7'], ['Qh4', 'Qg7'], ['Qh6', 'Qxh6'], ['Nxh6+', 'Kg7'], ['Ng4', 'b3\n'], ['cxb3', 'Nxd3'], ['Bc2', 'Ncb4'], ['Bxd3', 'Nxd3'], ['Rfd1', 'e4'], ['Ne1', 'Bxb3'], ['Rd2', 'Rad8\n'], ['Ra3', 'c4'], ['Ne3', 'Nxe1'], ['Rxd8', 'Rxd8'], ['Ra1', 'Nd3'], ['Kf1', 'Nxb2'], ['a5', 'c3'], ['Rc1', 'c2\n'], ['Nxc2', 'Rc8'], ['Ke2', 'Rxc2+'], ['Rxc2', 'Bxc2'], ['f3', 'exf3+'], ['Kxf3', 'Nc4'], ['Ke2', 'Nxa5\n'], ['Kd2', 'Be4'], ['g3', 'Nc6'], ['Kc1', 'a5'], ['Kb2', 'g5'], ['Kb3', 'f5'], ['Kc4', 'f4'], ['gxf4', 'gxf4\n'], ['Kc5', 'f3'], ['Kc4', 'f2'], ['Kc3', 'f1=Q'], ['Kb3', 'Qd3+'], ['Kb2', 'Qc2+'], ['Ka3', 'Nb4'], ['h4', 'Qa2+']]",0-1
WYb10,Heraklio GRE,2004.11.06,3,"Hou,Y","De la Rosa Lara,Armando Antonio",,,B92,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be2', 'e5'], ['Nb3', 'Be7'], ['Be3', 'Be6\n'], ['Nd5', 'Bxd5'], ['exd5', 'Nbd7'], ['Qd3', 'e4'], ['Qd4', 'Nc5'], ['Nd2', 'b5'], ['b4', 'Na4'], ['Nxe4', 'Nxe4\n'], ['Qxe4', 'Nc3'], ['Qd3', 'Nxe2'], ['Qxe2', 'O-O'], ['O-O', 'Bf6'], ['Rac1', 'Bc3'], ['a3', 'Re8'], ['Rfd1', 'Rc8\n'], ['Rd3', 'Qf6'], ['Rcd1', 'Rc4'], ['Qh5', 'Rh4'], ['Qg5', 'Qxg5'], ['Bxg5', 'Rhe4'], ['f3', 'Rc4'], ['Bf4', 'Be5\n'], ['Bxe5', 'Rxe5'], ['c3', 'Kf8'], ['Kf2', 'Rh4'], ['h3', 'Rhh5'], ['f4', 'Rhf5'], ['g3', 'g5'], ['Kf3', 'gxf4\n'], ['gxf4', 'Re7'], ['a4', 'Ra7'], ['Ra1', 'Rb7'], ['axb5', 'axb5'], ['Ra8+', 'Ke7'], ['Kg4', 'Rf6'], ['f5', 'h5+\n'], ['Kg5', '']]",1-0
WYb10,Heraklio GRE,2004.11.06,4,"Bortnyk,Mykola","Hou,Y",,,B22,"[['e4', 'c5'], ['c3', 'Nf6'], ['e5', 'Nd5'], ['d4', 'cxd4'], ['Nf3', 'e6'], ['cxd4', 'b6'], ['Nc3', 'Nxc3'], ['bxc3', 'Qc7\n'], ['Bd2', 'd6'], ['Bd3', 'Nd7'], ['Bb5', 'a6'], ['Bxd7+', 'Bxd7'], ['O-O', 'Be7'], ['Re1', 'O-O'], ['Qc2', 'Bc6\n'], ['Ng5', 'Bxg5'], ['Bxg5', 'dxe5'], ['dxe5', 'Qb7'], ['f4', 'h6'], ['Bh4', 'b5'], ['Re3', 'Qa7'], ['Re1', 'Qc5\n'], ['Kh1', 'Qc4'], ['Qf2', 'Rad8'], ['Bxd8', 'Rxd8'], ['Qh4', 'Rd2'], ['Rg3', 'Kh7'], ['Qe7', 'Qxf4'], ['Qc5', 'Bd5\n'], ['a3', 'h5'], ['Qb4', 'Qxb4'], ['axb4', 'h4'], ['Rg4', 'h3'], ['Kg1', 'hxg2'], ['Rg3', 'g6'], ['Rge3', 'g5\n'], ['R3e2', 'Rd3'], ['Re3', 'Rxe3'], ['Rxe3', 'Kg6'], ['Re1', 'Kf5'], ['Kf2', 'Be4'], ['Ra1', 'Bb7'], ['Rd1', 'Bd5\n'], ['Ra1', 'Bb7'], ['Rd1', 'Bd5'], ['Ra1', 'Bb7'], ['Rd1', '']]",1/2-1/2
WYb10,Heraklio GRE,2004.11.07,5,"Hou,Y","Srinath,N",,,B85,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'a6'], ['O-O', 'Be7'], ['f4', 'O-O\n'], ['Kh1', 'Nc6'], ['Be3', 'Qc7'], ['a4', 'Re8'], ['Bd3', 'Nxd4'], ['Bxd4', 'e5'], ['Bg1', 'exf4'], ['Rxf4', 'Be6\n'], ['Nd5', 'Bxd5'], ['exd5', 'h6'], ['Qf3', 'Qa5'], ['Rf1', 'Bd8'], ['Bd4', 'Re1'], ['Qg3', 'Rxf1+'], ['Rxf1', 'Ne8\n'], ['c4', 'Qd2'], ['Qf3', 'Nf6'], ['h4', 'Qb4'], ['Qf5', 'Kf8'], ['g4', 'Qd2'], ['Qf3', 'Qa5'], ['g5', 'hxg5\n'], ['hxg5', 'Qd2'], ['gxf6', 'Qh6+'], ['Kg1', 'gxf6'], ['Qg3', 'Be7'], ['Be3', 'Qh8'], ['Rf2', 'Qh5'], ['Be2', 'Qh7\n'], ['Rh2', 'Qb1+'], ['Bf1', 'Ke8'], ['Rh8+', 'Bf8'], ['Bh6', 'Kd7'], ['Bxf8', 'Re8'], ['Qxd6+', 'Kc8'], ['Rg8', 'Qe1\n'], ['Qc5+', 'Kd7'], ['Qf2', 'Qe5'], ['Bh3+', 'Kc7'], ['Qc5+', '']]",1-0
WYb10,Heraklio GRE,2004.11.08,6,"Zhao,P","Hou,Y",,,A46,"[['d4', 'Nf6'], ['Nf3', 'c5'], ['c3', 'e6'], ['Bg5', 'Be7'], ['e3', 'h6'], ['Bh4', 'b6'], ['Nbd2', 'Bb7'], ['Bd3', 'd6\n'], ['O-O', 'Nbd7'], ['e4', 'cxd4'], ['cxd4', 'O-O'], ['Re1', 'e5'], ['dxe5', 'dxe5'], ['Nb3', 'Nh5'], ['Bb5', 'Bxh4\n'], ['Qxd7', 'Qxd7'], ['Bxd7', 'Bf6'], ['g3', 'g6'], ['Rac1', 'Ng7'], ['Rc7', 'Rab8'], ['Nbd2', 'Bd8'], ['Rcc1', 'f6\n'], ['Bc6', 'Be7'], ['Nb1', 'Rfd8'], ['Bxb7', 'Rxb7'], ['Nc3', 'Rd3'], ['Kg2', 'Bb4'], ['Red1', 'Rxd1'], ['Nxd1', 'Kf7\n'], ['Ne3', 'Bc5'], ['Nd5', 'a5'], ['a3', 'Ke6'], ['b4', 'axb4'], ['axb4', 'Bd6'], ['Nd2', 'b5'], ['Nb3', 'Ne8\n'], ['Nc5+', 'Bxc5'], ['Rxc5', 'Nd6'], ['f3', 'f5'], ['Nc3', 'Ra7'], ['Rc6', 'Rb7'], ['Rc5', 'Ra7'], ['Rc6', 'Rb7\n'], ['Rc5', 'Ra7'], ['Nxb5', 'Ra2+'], ['Kg1', 'Nf7'], ['Rc6+', 'Ke7'], ['Rc7+', 'Kf6'], ['Rc6+', 'Ke7'], ['Rc7+', 'Kf6\n'], ['Nc3', 'Rb2'], ['Nd5+', 'Kg7'], ['Rb7', 'Rb1+'], ['Kf2', 'Rb2+'], ['Ke3', 'Rb3+'], ['Kd2', 'Rxf3'], ['exf5', 'gxf5\n'], ['b5', 'e4'], ['Ke2', 'Rb3'], ['b6', 'Kg6'], ['Nf4+', 'Kf6'], ['Nh5+', 'Ke6'], ['Nf4+', 'Kf6'], ['Nh5+', 'Ke6']]",1/2-1/2
WYb10,Heraklio GRE,2004.11.10,7,"Hou,Y","Moussard,J",,,B76,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Be3', 'Bg7'], ['f3', 'O-O'], ['Qd2', 'Nc6\n'], ['g4', 'Bd7'], ['O-O-O', 'Rc8'], ['Kb1', 'Ne5'], ['h4', 'Qa5'], ['h5', 'Nxf3'], ['Nxf3', 'Rxc3'], ['Qxc3', 'Qxc3\n'], ['bxc3', 'Bxg4'], ['Bg2', 'Nxe4'], ['Rd3', 'Nxc3+'], ['Rxc3', 'Bxc3'], ['hxg6', 'hxg6'], ['Rh4', 'Bd7\n'], ['Rc4', 'Ba5'], ['Ng5', 'b5'], ['Rh4', 'Bb6'], ['Bd2', 'Bf2'], ['Rh1', 'Bd4'], ['Re1', 'e6'], ['c3', 'Bg7\n'], ['Ne4', 'Bc6'], ['Kc2', 'Bxe4+'], ['Bxe4', 'Rc8'], ['Rb1', 'd5'], ['Bd3', 'a6'], ['Kb3', 'f5'], ['a4', 'bxa4+\n'], ['Kxa4', 'Bxc3'], ['Bxa6', 'Rc5'], ['Rb8+', 'Kg7'], ['Bg5', 'Rc7'], ['Re8', 'Bf6'], ['Bf4', 'Re7'], ['Rxe7+', 'Bxe7\n'], ['Kb3', 'Kf6'], ['Kc2', 'g5'], ['Bc1', 'f4'], ['Kd1', 'e5'], ['Ke2', 'g4'], ['Bc8', 'Kg5'], ['Bb7', 'd4'], ['Be4', 'Kh4\n'], ['Kf2', 'Kh3'], ['Kg1', 'Bb4'], ['Kh1', 'Be1'], ['Ba3', 'f3'], ['Bd6', 'Bg3'], ['Kg1', 'Bf4'], ['Bf5', 'Kg3\n'], ['Be4', 'Be3+'], ['Kf1', 'Kf4'], ['Bb7', 'g3'], ['Bxe5+', 'Kxe5'], ['Bxf3', 'd3'], ['Ke1', 'Kd4'], ['Bb7', 'Bf4\n'], ['Kf1', 'Ke3'], ['Kg2', 'd2'], ['Bf3', 'Kd3'], ['Bd1', 'Kc3'], ['Kf3', 'Kb2'], ['Ke2', 'Kc1'], ['Ba4', 'Be5\n'], ['Bb3', 'Bd4'], ['Kf3', 'Bf2'], ['Ke2', 'Be1'], ['Kf1', 'd1=Q'], ['Bxd1', 'Kxd1'], ['Kg2', 'Ke2'], ['Kh1', 'Kf3']]",0-1
WYb10,Heraklio GRE,2004.11.10,8,"Shahinyan,Davit","Hou,Y",,,C02,"[['e4', 'e6'], ['d4', 'd5'], ['e5', 'c5'], ['c3', 'Nc6'], ['Nf3', 'Qb6'], ['Bd3', 'Bd7'], ['O-O', 'cxd4'], ['cxd4', 'Nxd4\n'], ['Nxd4', 'Qxd4'], ['Nc3', 'Qb6'], ['Kh1', 'Ne7'], ['f4', 'g6'], ['Re1', 'Bg7'], ['Be3', 'Qd8'], ['g4', 'O-O\n'], ['Bc5', 'Rc8'], ['Bd6', 'f6'], ['exf6', 'Bxf6'], ['f5', 'd4'], ['Ne4', 'Bc6'], ['Bxe7', 'Qxe7'], ['Kg1', 'Bd5\n'], ['fxg6', 'hxg6'], ['Ng3', 'Bg5'], ['Nf1', 'Bh4'], ['Ng3', 'Bxg3'], ['hxg3', 'Qd6'], ['Be4', 'Qxg3+'], ['Kh1', 'Rf2']]",0-1
WYb10,Heraklio GRE,2004.11.11,9,"Khachykian,David","Hou,Y",,,A37,"[['c4', 'c5'], ['g3', 'Nc6'], ['Bg2', 'g6'], ['Nf3', 'Bg7'], ['O-O', 'e6'], ['Nc3', 'Nge7'], ['d4', 'Nxd4'], ['Nxd4', 'cxd4\n'], ['Nb5', 'Nf5'], ['g4', 'a6'], ['Qa4', 'Rb8'], ['gxf5', 'axb5'], ['Qa7', 'Be5'], ['f4', 'Bc7'], ['Qxd4', 'O-O\n'], ['fxe6', 'dxe6'], ['Qxd8', 'Rxd8'], ['cxb5', 'Bb6+'], ['Kh1', 'Bc5'], ['Rb1', 'Bd7'], ['b4', 'Be7'], ['a4', 'Ra8\n'], ['Bxb7', 'Rxa4'], ['Bc6', 'Bxc6+'], ['bxc6', 'Rxb4'], ['Rxb4', 'Bxb4'], ['Be3', 'Rc8'], ['Rc1', 'Kf8\n'], ['Kg2', 'Bd6'], ['Kf3', 'Ke7'], ['Bd4', 'Rb8'], ['Ra1', 'Rc8'], ['Ra6', 'Bc7'], ['e4', 'Kd6'], ['Kg4', 'h6\n'], ['Bf6', 'Kc5'], ['e5', 'Bb6'], ['Ra3', 'Kc4'], ['Rh3', 'h5+'], ['Kg5', 'Rxc6'], ['Kh6', 'Rc7'], ['Kg7', 'Ra7\n'], ['Rf3', 'Kd4'], ['Rb3', 'Bc5'], ['Rb8', 'Ke4'], ['Bg5', 'Kf5'], ['Rb5', 'f6+'], ['Kg8', 'fxg5'], ['Rxc5', 'gxf4\n'], ['Rb5', 'g5'], ['Rb2', 'Kxe5'], ['Re2+', 'Kf5'], ['Kf8', 'f3'], ['Rf2', 'g4'], ['Rb2', 'e5'], ['Ke8', 'e4\n'], ['Rb5+', 'Kf4']]",0-1
WYb10,Heraklio GRE,2004.11.12,10,"Hou,Y","Heung,Christopher",,,B31,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'g6'], ['Bxc6', 'dxc6'], ['d3', 'Bg7'], ['h3', 'e5'], ['Be3', 'b6'], ['Nbd2', 'Ne7\n'], ['O-O', 'O-O'], ['a3', 'f5'], ['exf5', 'gxf5'], ['Bg5', 'Qe8'], ['Bxe7', 'Qxe7'], ['Re1', 'Ba6'], ['Nxe5', 'Bxe5\n'], ['Nf3', 'Qg7'], ['Nxe5', 'f4'], ['Qg4', 'Rf6'], ['Re4', 'Bc8'], ['Qxg7+', 'Kxg7'], ['Rae1', 'Rb8'], ['Nc4', 'Rb7\n'], ['Re7+', 'Rxe7'], ['Rxe7+', 'Rf7'], ['Rxf7+', 'Kxf7'], ['Nd6+', '']]",1-0
WYb10,Heraklio GRE,2004.11.13,11,"Robson,Ray","Hou,Y",,,B84,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be2', 'e6'], ['O-O', 'Qc7'], ['a4', 'b6\n'], ['f4', 'Bb7'], ['Bf3', 'Nbd7'], ['Kh1', 'Be7'], ['g4', 'Nc5'], ['Qe2', 'h6'], ['Bd2', 'g6'], ['f5', 'e5'], ['Nb3', 'g5\n'], ['a5', 'b5'], ['Nxc5', 'dxc5'], ['Rfe1', 'O-O-O'], ['Be3', 'h5'], ['Bxg5', 'hxg4'], ['Bxg4', 'Nxg4'], ['Qxg4', 'f6\n'], ['Be3', 'b4'], ['Na4', 'Rdg8'], ['Qf3', 'Rh4'], ['Nb6+', 'Kb8'], ['Bg1', 'Rf4'], ['Qd3', 'Rd8'], ['Nd5', 'c4\n'], ['Qd2', 'Rxd5'], ['exd5', 'Qd7'], ['Rad1', 'Rd4'], ['Bxd4', 'Qxd5+'], ['Kg1', 'Qh1+'], ['Kf2', 'Qg2+\n'], ['Ke3', 'Qf3+']]",0-1
