EU-ch U10 Girls,Herculane,1994.??.??,1,"Chalabashvili, T.","Kosteniuk, Alexandra",,,C40,"[['e4', 'e5'], ['Nf3', 'Qe7'], ['Nc3', 'c6'], ['Bc4', 'g6'], ['d3', 'Nh6'], ['O-O', 'f6'], ['Re1', 'Nf7'], ['d4', 'd6'], ['Be3', 'Bg7\n'], ['h3', 'Nd7'], ['a3', 'O-O'], ['d5', 'c5'], ['b4', 'b6'], ['Bb5', 'a6'], ['Bc6', 'Rb8'], ['Rb1', 'f5'], ['a4', 'f4\n'], ['Bd2', 'Kh8'], ['Qe2', 'Ng5'], ['Kh1', 'Nxf3'], ['Qxf3', 'Kg8'], ['b5', 'a5'], ['Qd3', 'f3'], ['g4', 'Qh4\n'], ['Qf1', 'Nf6'], ['g5', 'Bxh3']]",0-1
EU-ch U10 Girls,Herculane,1994.??.??,2,"Kosteniuk, Alexandra","Barbascu, M.",,,D02,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['Bf4', 'Nc6'], ['e3', 'Bf5'], ['Bd3', 'Bxd3'], ['cxd3', 'e6'], ['Nc3', 'Bb4'], ['O-O', 'a6\n'], ['Ne5', 'Nxe5'], ['Bxe5', 'O-O'], ['Qb3', 'a5'], ['a3', 'Bxc3'], ['bxc3', 'b6'], ['c4', 'Ng4'], ['Bg3', 'Rc8\n'], ['c5', 'Re8'], ['h3', 'Nf6'], ['Rfc1', 'Nd7'], ['Rc2', 'Qf6'], ['cxb6', 'cxb6'], ['Rac1', 'Rxc2'], ['Rxc2', 'Qg6\n'], ['Rc7', 'Rd8'], ['Qb5', 'Nf6'], ['Rb7', 'Rc8'], ['Rxb6', 'h6'], ['Rb8', 'Rxb8']]",1-0
EU-ch U10 Girls,Herculane,1994.??.??,2,"Geczi, Mirjam","Kosteniuk, Alexandra",,,B18,"[['e4', 'c6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Bf5'], ['Ng3', 'Bg6'], ['Nf3', 'Nf6'], ['Bc4', 'e6'], ['Bg5', 'Nbd7\n'], ['O-O', 'Bd6'], ['Qe2', 'O-O'], ['Rad1', 'b5'], ['Bb3', 'a5'], ['a3', 'h6'], ['Bh4', 'Qb6'], ['Ne5', 'Bxe5\n'], ['dxe5', 'Nd5'], ['Rfe1', 'Nc5'], ['Bxd5', 'cxd5'], ['Nh5', 'Na4'], ['Nf4', 'Nxb2'], ['Rb1', 'Nc4'], ['a4', 'b4\n'], ['Nxg6', 'fxg6'], ['Qd3', 'g5'], ['Bg3', 'Rac8'], ['c3', 'Na3'], ['Rb2', 'Rxc3'], ['Qxc3', 'Nc4'], ['Qc2', 'Nxb2\n'], ['Qxb2', 'Rc8'], ['Rc1', 'Rxc1+'], ['Qxc1', 'b3'], ['Qb2', 'Qc6'], ['Kf1', 'Qc2'], ['Qa1', 'b2']]",0-1
EU-ch U10 Girls,Herculane,1994.??.??,3,"Gedvilaite, M.","Kosteniuk, Alexandra",,,B23,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['f4', 'e6'], ['Nf3', 'Nge7'], ['Bc4', 'g6'], ['d3', 'Bg7'], ['O-O', 'O-O'], ['Be3', 'd5\n'], ['f5', 'dxc4'], ['Qd2', 'exf5'], ['Bh6', 'cxd3'], ['Qg5', 'fxe4'], ['Bxg7', 'Kxg7'], ['Nxe4', 'Nf5'], ['Qf4', 'dxc2\n'], ['Nxc5', 'Qd6'], ['Qc4', 'Kg8'], ['Rae1', 'Bd7'], ['Ne4', 'Qe6'], ['Qc3', 'f6'], ['Nc5', 'Qf7'], ['Nxb7', 'Rae8\n'], ['g4', 'Rxe1'], ['Rxe1', 'Ng7'], ['Nd6', 'Qd5'], ['Ne4', 'c1=Q'], ['Qxc1', 'Bxg4'], ['Nfd2', 'Nd4'], ['Nc3', 'Nf3+\n'], ['Nxf3', 'Qxf3'], ['Rf1', 'Qc6'], ['Qf4', 'Be6'], ['Rc1', 'Qc5+'], ['Kh1', 'Bd5+'], ['Nxd5', 'Qxd5+\n'], ['Kg1', 'Qg5+'], ['Qxg5', 'fxg5'], ['b4', 'Rb8'], ['Rb1', 'Ne6'], ['a4', 'Kf7']]",0-1
EU-ch U10 Girls,Herculane,1994.??.??,4,"Kosteniuk, Alexandra","Paehtz, Elisabeth",,,D02,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['Bf4', 'c5'], ['e3', 'Qb6'], ['Nc3', 'Bd7'], ['Qd2', 'e6'], ['Bd3', 'Be7'], ['h3', 'a6\n'], ['O-O', 'O-O'], ['Ne5', 'Kh8'], ['Nf3', 'Qa7'], ['a4', 'Nc6'], ['Be2', 'b6'], ['Rfd1', 'Rfd8'], ['Bf1', 'Bc8\n'], ['Ne5', 'Nxe5'], ['Bxe5', 'cxd4'], ['Bxd4', 'Bc5'], ['Bxf6', 'gxf6'], ['Qe2', 'Rg8'], ['Qh5', 'Qe7'], ['Kh1', 'Bb7\n'], ['Bd3', 'f5'], ['Rg1', 'Rg7'], ['Ne2', 'Rag8'], ['Nd4', 'Rg5'], ['Qf3', 'Qf6'], ['c3', 'Bd6'], ['Qd1', 'Qh6\n'], ['Qf3', 'Rh5'], ['Be2', 'Rh4'], ['Bd3', 'f4'], ['Rae1', 'Rg3'], ['Nf5', 'Rhxh3+']]",0-1
EU-ch U10 Girls,Herculane,1994.??.??,5,"Grau Carreras, Monica","Kosteniuk, Alexandra",,,D00,"[['d4', 'c5'], ['Nf3', 'Nf6'], ['Nc3', 'd5'], ['e3', 'e6'], ['Bd3', 'Nc6'], ['Bd2', 'Be7'], ['Bb5', 'a6'], ['Bxc6+', 'bxc6\n'], ['Ne5', 'Bd7'], ['O-O', 'O-O'], ['dxc5', 'Bxc5'], ['Na4', 'Bd6'], ['Bc3', 'c5'], ['Nxd7', 'Nxd7'], ['Qg4', 'Nf6\n'], ['Qf3', 'Ne4'], ['Qg4', 'Nxc3'], ['Nxc3', 'Qf6'], ['Rab1', 'Rab8'], ['Na4', 'Rb4'], ['Qe2', 'Rxa4'], ['a3', 'Rb8\n'], ['c3', 'Ra5'], ['f3', 'Rab5'], ['f4', 'c4'], ['Rf2', 'Bxa3'], ['Qd1', 'Bxb2'], ['Qa4', 'Bxc3'], ['Rxb5', 'axb5\n'], ['Qa7', 'Qd8'], ['f5', 'Qd6'], ['Qb6', 'Rxb6'], ['Ra2', 'h6']]",0-1
EU-ch U10 Girls,Herculane,1994.??.??,6,"Geczi, Mirjam","Kosteniuk, Alexandra",,,C55,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['d4', 'exd4'], ['O-O', 'Nxe4'], ['Re1', 'd5'], ['Bb3', 'O-O\n'], ['cxd4', 'Bb4'], ['Bd2', 'Nxd2'], ['Nbxd2', 'Bg4'], ['Re3', 'Nxd4'], ['Rd3', 'Nxb3'], ['Rxb3', 'Bc5'], ['h3', 'Be6\n'], ['Rc1', 'Bb6'], ['Rd3', 'Qf6'], ['Rb3', 'd4'], ['Rd3', 'Qg6'], ['Ne5', 'Qf6'], ['Ndf3', 'Rfe8'], ['Nc4', 'Bxc4\n'], ['Rxc4', 'Rad8'], ['b4', 'Qe6'], ['Rc2', 'a6'], ['a3', 'h6'], ['Nxd4', 'Bxd4'], ['Rcd2', 'Qe1+'], ['Kh2', 'Qxd1\n'], ['Rxd1', 'Be5+'], ['g3', 'Rxd3'], ['Rxd3', 'Bd6'], ['Kg2', 'Kf8'], ['Kf3', 'Re5'], ['Rd4', 'Ke7']]",0-1
EU-ch U10 Girls,Herculane,1994.??.??,7,"Kosteniuk, Alexandra","Gara, Ticia",,,B71,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['f4', 'Nc6'], ['Nxc6', 'bxc6'], ['e5', 'dxe5\n'], ['Qxd8+', 'Kxd8'], ['fxe5', 'Nd5'], ['Bd2', 'Bg7'], ['O-O-O', 'e6'], ['Ne4', 'Bd7'], ['Nd6', 'Rf8'], ['c4', 'Nb6\n'], ['Ba5', 'Ke7'], ['Bb4', 'Bxe5'], ['Nc8+', 'Ke8'], ['Nxb6', 'axb6'], ['Bxf8', 'Rxa2'], ['Ba3', 'c5'], ['Kb1', 'Ba4\n'], ['Rd3', '']]",1-0
EU-ch U10 Girls,Herculane,1994.??.??,8,"Kosteniuk, Alexandra","Pop, Dumitru",,,B20,"[['e4', 'c5'], ['b3', 'Nf6'], ['Bc4', 'd6'], ['Bb2', 'e6'], ['Nc3', 'a6'], ['Nf3', 'Be7'], ['O-O', 'O-O'], ['d4', 'cxd4\n'], ['Nxd4', 'b5'], ['Bd3', 'Bb7'], ['a3', 'Nbd7'], ['Kh1', 'Nc5'], ['Qe2', 'Qc7'], ['f4', 'Rac8'], ['Rac1', 'h6\n'], ['h3', 'Qb6'], ['Rf3', 'g6'], ['Rg3', 'Kh7'], ['f5', 'e5'], ['Nd5', 'Qd8'], ['Nxf6+', 'Bxf6'], ['Qg4', 'Rg8\n'], ['Rf1', 'Bh4'], ['fxg6+', 'fxg6'], ['Rf7+', 'Kh8'], ['Re3', 'Bg5'], ['Ne6', 'Nxe6'], ['Qxe6', 'Bf4'], ['Rxb7', 'Rc7\n'], ['Rxc7', 'Qxc7'], ['Rf3', 'Kh7'], ['g3', 'g5'], ['Qf5+', 'Rg6'], ['gxf4', 'gxf4'], ['Rf1', 'Qg7'], ['Rg1', 'f3\n'], ['Qxg6+', 'Qxg6'], ['Rxg6', 'Kxg6'], ['Kg1', 'Kg5'], ['Bc1+', '']]",1-0
EU-ch U10 Girls,Herculane,1994.??.??,9,"Motoc, Alina","Kosteniuk, Alexandra",,,D35,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Nf6'], ['Bg5', 'c6'], ['Nf3', 'Nbd7'], ['e3', 'Bd6'], ['cxd5', 'exd5'], ['Bd3', 'Nf8\n'], ['a3', 'Ne6'], ['Bxf6', 'Qxf6'], ['b4', 'Ng5'], ['Be2', 'a6'], ['Nxg5', 'Qxg5'], ['Bf3', 'Bd7'], ['Qc2', 'Qg6\n'], ['Qxg6', 'hxg6'], ['h3', 'Bf5'], ['O-O', 'g5'], ['Rfd1', 'Kd7'], ['Na4', 'Kc7'], ['Nc5', 'Rh7'], ['Kf1', 'b6\n'], ['Nd3', 'Rh4'], ['Rac1', 'g4'], ['Bxd5', 'Bd7'], ['Bxc6', 'Bxc6'], ['d5', 'gxh3'], ['Rxc6+', 'Kd7'], ['gxh3', 'Rxh3\n'], ['Ke2', 'Rb8'], ['Rdc1', 'Rh4'], ['Nb2', 'Rh6'], ['Nc4', 'Bc7'], ['Nd2', 'Rxc6'], ['Rxc6', 'Bd6'], ['Nc4', 'Bc7\n'], ['e4', 'b5'], ['Na5', 'Rb6'], ['Rxb6', 'Bxb6'], ['Nc6', 'Kd6'], ['f3', 'f5'], ['Kf1', 'fxe4'], ['fxe4', 'Be3\n'], ['Kg2', 'Bc1'], ['Kg3', 'Bxa3'], ['Kg4', 'Bb2'], ['Kf5', 'Bc3'], ['Kg6', 'Bf6'], ['Kf5', 'Bc3'], ['Kf4', 'Bd2+\n'], ['Kf3', 'Bc3'], ['Ke3', 'Be1'], ['Kd3', 'Bf2'], ['Nb8', 'Bg3'], ['Nxa6', 'Be1'], ['Kd4', 'Bf2+'], ['Kd3', 'Be1\n'], ['Ke2', 'Bc3'], ['Kd1', 'Ke5'], ['Nc5', 'Kd4'], ['d6', 'Bxb4'], ['d7', 'Ba5'], ['Nb3+', '']]",1-0
Wch U10 Girls,Szeged,1994.??.??,1,"Kosteniuk, Alexandra","Bathuyag, Mungutuul",,,A29,"[['c4', 'Nf6'], ['Nc3', 'e5'], ['g3', 'Bb4'], ['Bg2', 'O-O'], ['Nf3', 'Nc6'], ['O-O', 'd6'], ['d3', 'Bg4'], ['Qb3', 'Rb8\n'], ['Nd5', 'Bc5'], ['Bg5', 'Bxf3'], ['exf3', 'Nd4'], ['Qd1', 'h6'], ['Nxf6+', 'gxf6'], ['Bxh6', 'Re8'], ['f4', 'Kh7\n'], ['Qh5', 'Kg8'], ['Qg4+', 'Kh7'], ['Qg7+', '']]",1-0
