Wch U10 Girls,Oropesa del Mar,1998.??.??,1,"Lahno, Kateryna","Algaba, Solene",,,B73,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Be2', 'g6'], ['Be3', 'Bg7'], ['h3', 'O-O\n'], ['O-O', 'Bd7'], ['Nb3', 'Rc8'], ['f4', 'Bh6'], ['g4', 'Bg7'], ['Qe1', 'Nb4'], ['Rc1', 'Bc6'], ['a3', 'Na6\n'], ['Bf3', 'e5'], ['Rd1', 'Qc7'], ['Qh4', 'Rfe8'], ['f5', 'b5'], ['Rd2', 'b4'], ['axb4', 'Nxb4'], ['Rfd1', 'Red8\n'], ['Qf2', 'Ra8'], ['Qe2', 'Bb7'], ['Nb5', 'Qc6'], ['Na5', 'Qd7'], ['Rxd6', 'Qe7'], ['Nxb7', 'Rxd6'], ['N7xd6', '']]",1-0
Wch U10 Girls,Oropesa del Mar,1998.??.??,2,"Bacionyte, A.","Lahno, Kateryna",,,C55,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nc3', 'Nc6'], ['Bc4', 'Nxe4'], ['Bxf7+', 'Kxf7'], ['Nxe4', 'd5'], ['Ng3', 'e4'], ['Ng1', 'Bc5\n'], ['N1e2', 'Rf8'], ['O-O', 'Kg8'], ['d4', 'exd3'], ['Qxd3', 'Ne5'], ['Qc3', 'Qd6'], ['Bf4', 'd4'], ['Bxe5', 'Qxe5\n'], ['Qd3', 'Re8'], ['Rad1', 'Bg4'], ['Rd2', 'Rad8'], ['Qc4+', 'Be6'], ['Qa4', 'c6'], ['b4', 'Bb6'], ['Qa3', 'Bc4\n'], ['Rfd1', 'Rf8'], ['c3', 'd3'], ['Nc1', 'Rxf2'], ['Rxf2', 'Qe3'], ['Qb2', 'd2'], ['Nh1', 'Qe1+']]",0-1
Wch U10 Girls,Oropesa del Mar,1998.??.??,3,"Lahno, Kateryna","Vassilkova, S.",,,B85,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'Be7'], ['O-O', 'O-O'], ['Be3', 'a6\n'], ['a4', 'Nc6'], ['f4', 'Qc7'], ['Nb3', 'b6'], ['Bf3', 'Bb7'], ['g4', 'Nd7'], ['g5', 'Nc5'], ['Nd2', 'Nb4'], ['Ne2', 'd5\n'], ['e5', 'Nc6'], ['c3', 'a5'], ['Nd4', 'Nxd4'], ['cxd4', 'Nd3'], ['Be2', 'Ba6'], ['Rb1', 'Qb7'], ['Nb3', 'Nb4\n'], ['Bb5', 'Rac8'], ['Bd2', 'Bxb5'], ['axb5', 'Qd7'], ['Bxb4', 'Bxb4'], ['Qd3', 'Rc4'], ['Rfd1', 'Rfc8\n'], ['Nd2', 'Bxd2'], ['Qxd2', 'Qxb5'], ['b3', 'Rc2'], ['Rdc1', 'Qc6'], ['Rxc2', 'Qxc2'], ['Qxc2', 'Rxc2\n'], ['Rd1', 'Rb2'], ['Rc1', 'g6'], ['Rc8+', 'Kg7'], ['Rc3', 'Rd2'], ['Rc6', 'Rxd4'], ['Rxb6', 'Rxf4'], ['Ra6', 'Rb4\n'], ['Rxa5', 'Rxb3'], ['Kf2', 'Rb2+'], ['Kg3', 'Re2']]",0-1
Wch U10 Girls,Oropesa del Mar,1998.??.??,4,"Lahno, Kateryna","Abrahamian, T.",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['exd5', 'exd5'], ['Bd3', 'Bd6'], ['Nf3', 'Ne7'], ['O-O', 'O-O'], ['Re1', 'Bf5'], ['c3', 'Bxd3\n'], ['Qxd3', 'Nd7'], ['Nbd2', 'Nf6'], ['Ne5', 'Ng6'], ['Qf5', 'Bxe5'], ['dxe5', 'Qd7'], ['Qf3', 'Rfe8'], ['Qg3', 'Qf5\n'], ['Nf3', 'Ne4'], ['Qh3', 'Rxe5'], ['Qxf5', 'Rxf5'], ['Nd4', 'Re5'], ['f3', 'Nd6'], ['Rxe5', 'Nxe5'], ['Bf4', 'f6\n'], ['Rd1', 'Rd8'], ['Ne6', 'Rc8'], ['Bxe5', 'fxe5'], ['Rxd5', 'Kf7'], ['Nxc7', 'Nc4'], ['Rd7+', 'Kf6'], ['Nb5', 'a6\n'], ['Nd6', 'Ke6'], ['Nxc4', 'Kxd7'], ['Nb6+', 'Kc7'], ['Nxc8', 'Kxc8'], ['Kf2', 'Kd7'], ['Ke3', 'Kd6'], ['Ke4', 'b5\n'], ['b3', 'a5'], ['g3', 'Ke6'], ['f4', 'exf4'], ['Kxf4', 'Kd5'], ['Ke3', 'Kc5'], ['Kd3', 'Kd5'], ['c4+', 'bxc4+\n'], ['bxc4+', 'Kc5'], ['Kc3', 'a4'], ['h3', 'g6'], ['a3', '']]",1-0
Wch U10 Girls,Oropesa del Mar,1998.??.??,5,"Xing, J.","Lahno, Kateryna",,,C44,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['d3', 'Nc6'], ['g3', 'Be7'], ['Bg2', 'O-O'], ['Bd2', 'd6'], ['O-O', 'h6'], ['c4', 'Bg4\n'], ['Bc3', 'Qd7'], ['Na3', 'Nh7'], ['Qb3', 'a5'], ['Nd2', 'Ng5'], ['f3', 'Bh5'], ['g4', 'Bg6'], ['Qd1', 'Ne6\n'], ['Nc2', 'Nf4'], ['Nb3', 'Bg5'], ['Nc1', 'Bh7'], ['Ne2', 'Ne7'], ['Nxf4', 'Bxf4'], ['Bd2', 'Ng6'], ['Ne3', 'c6\n'], ['Nf5', 'd5'], ['Bxf4', 'Nxf4'], ['Ng3', 'Rad8'], ['cxd5', 'cxd5'], ['Ne2', 'Nxg2'], ['Kxg2', 'dxe4\n'], ['dxe4', 'Qb5'], ['Qc2', 'Rc8'], ['Nc3', 'Rfd8'], ['Rad1', 'Qc6'], ['Rxd8+', 'Rxd8'], ['Rd1', 'Rd4'], ['Qb3', 'Qd7\n'], ['Rxd4', 'exd4'], ['Qd5', 'Qxd5'], ['Nxd5', 'Kf8'], ['Kf2', 'Ke8'], ['Ke2', 'Kd7'], ['Kd3', 'Kd6'], ['Kxd4', 'f6\n'], ['Nf4', 'g6'], ['h4', 'b6'], ['h5', 'g5'], ['Nd5', 'Bg8'], ['a4', '']]",1-0
Wch U10 Girls,Oropesa del Mar,1998.??.??,6,"Ambrosi, Eleonora","Lahno, Kateryna",,,C47,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nc3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bb4'], ['Nxc6', 'bxc6'], ['Bd3', 'd5'], ['exd5', 'cxd5\n'], ['Qe2+', 'Qe7'], ['Qxe7+', 'Bxe7'], ['Bf4', 'c6'], ['O-O-O', 'O-O'], ['h3', 'Be6'], ['Kb1', 'Rad8'], ['g4', 'd4\n'], ['Ne4', 'Nd5'], ['Bg3', 'c5'], ['a3', 'Rd7'], ['Nd2', 'Nb6'], ['f4', 'c4'], ['Be4', 'c3'], ['f5', 'Bd5'], ['Bxd5', 'Rxd5\n'], ['Nb3', 'Nc4'], ['bxc3', 'Nxa3+'], ['Kc1', 'Rc8'], ['Rxd4', 'Rxd4'], ['Nxd4', 'Rxc3'], ['Bf2', 'a5'], ['Re1', 'Bf8\n'], ['h4', 'a4'], ['Kb2', 'Bb4'], ['Ra1', 'Nc4+'], ['Kb1', 'Nd2+'], ['Kb2', 'a3+'], ['Ka2', 'Nf3'], ['Rc1', '']]",1/2-1/2
Wch U10 Girls,Oropesa del Mar,1998.??.??,7,"Lahno, Kateryna","Herrera, Miguel",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['d4', 'exd4'], ['cxd4', 'Bb4+'], ['Bd2', 'Bxd2+'], ['Nbxd2', 'd5\n'], ['exd5', 'Nxd5'], ['Qb3', 'Nce7'], ['O-O', 'O-O'], ['Rfe1', 'Nb6'], ['Bd3', 'Nc6'], ['Be4', 'Nxd4'], ['Nxd4', 'Qxd4\n'], ['Qc2', 'f5'], ['Nf3', 'Qa4'], ['Bd5+', 'Kh8'], ['Bb3', 'Qc6'], ['Qxc6', 'bxc6'], ['Ne5', 'c5'], ['Rac1', 'Nd7\n'], ['Nf7+', 'Kg8'], ['Re7', 'Nf6'], ['Rxc5', 'h6'], ['Rcxc7', 'Kh7'], ['Ne5', 'Nh5'], ['Bd1', 'Rg8'], ['Bxh5', 'Ba6\n'], ['Bg6+', 'Kh8'], ['Nf7+', '']]",1-0
Wch U10 Girls,Oropesa del Mar,1998.??.??,8,"Atnilov, B.","Lahno, Kateryna",,,C49,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nc3', 'Nc6'], ['Bb5', 'Bb4'], ['O-O', 'O-O'], ['d3', 'd6'], ['Bg5', 'Bxc3'], ['bxc3', 'Qe7\n'], ['Re1', 'Nd8'], ['d4', 'Ne6'], ['Bh4', 'c5'], ['dxe5', 'dxe5'], ['Nxe5', 'Nc7'], ['Nf3', 'Nxb5'], ['e5', 'Qd7\n'], ['exf6', 'Qxd1'], ['Raxd1', 'Be6'], ['Re5', 'Rfd8'], ['Rde1', 'Rd5'], ['R5e3', 'Na3'], ['Rd3', 'Nxc2\n'], ['Red1', 'Rxd3'], ['Rxd3', 'Bxa2'], ['Ne5', 'Be6'], ['fxg7', 'a5'], ['c4', 'a4'], ['Rd2', 'a3'], ['Rxc2', 'a2\n'], ['Rxa2', 'Rxa2']]",0-1
Wch U10 Girls,Oropesa del Mar,1998.??.??,9,"Lahno, Kateryna","Borosova, Zuzana",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['d3', 'h6'], ['O-O', 'O-O'], ['Bb3', 'd5'], ['Qe2', 'Bg4\n'], ['Nbd2', 'd4'], ['Rd1', 'Nh5'], ['Nf1', 'Nf6'], ['Ng3', 'Qd7'], ['h3', 'Be6'], ['Bc2', 'Nh7'], ['Nh4', 'Ne7\n'], ['Qh5', 'f6'], ['Bb3', 'Bxb3'], ['axb3', 'Ng5'], ['Nhf5', 'Rad8'], ['h4', 'Ne6'], ['Qg4', 'Kh7'], ['c4', 'a6\n'], ['Nxe7', 'Qxe7'], ['Nf5', 'Qf7'], ['Bd2', 'Qg6'], ['Qf3', 'Qf7'], ['g4', 'Rh8'], ['Kg2', 'g5'], ['Rh1', 'Kg6\n'], ['b4', 'Be7'], ['Qh3', 'Nf4+'], ['Bxf4', 'exf4'], ['hxg5', 'Qh7'], ['Qh5+', '']]",1-0
Wch U10 Girls,Oropesa del Mar,1998.??.??,10,"Lacau Rodeanu, Iulia","Lahno, Kateryna",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Bd6'], ['O-O', 'O-O'], ['c4', 'c6\n'], ['Nc3', 'Nxc3'], ['bxc3', 'dxc4'], ['Bxc4', 'Bg4'], ['Qd3', 'Bh5'], ['Re1', 'Nd7'], ['Ng5', 'Nf6'], ['Ne4', 'Nxe4\n'], ['Qxe4', 'Qd7'], ['Qh4', 'Bg6'], ['Be3', 'Rfe8'], ['Rad1', 'Re4'], ['Qh3', 'Qe7'], ['g3', 'Qf6'], ['Qg2', 'Re7\n'], ['Re2', 'Be4'], ['Qh3', 'Rae8'], ['Bd3', 'Bxd3'], ['Rxd3', 'Qg6'], ['Rd1', 'Bf4'], ['Kf1', 'Bxe3'], ['Rxe3', 'Rxe3\n'], ['fxe3', 'Qc2'], ['Re1', 'Re6'], ['Qg2', 'Qxc3'], ['Qe2', 'a5'], ['Kf2', 'c5'], ['d5', 'Rb6'], ['Qd1', 'c4\n'], ['d6', 'Qf6+'], ['Kg1', 'Qxd6'], ['Qxd6', 'Rxd6'], ['Rc1', 'Rc6'], ['Rb1', 'b6'], ['Kf2', 'c3'], ['Ke2', 'c2\n'], ['Rc1', 'Kf8'], ['Kd2', 'Ke7'], ['Rxc2', 'Rxc2+'], ['Kxc2', 'Kd6'], ['Kd3', 'Kc5'], ['a3', 'b5'], ['Kc3', 'b4+\n'], ['axb4+', 'axb4+'], ['Kb3', 'f5'], ['h3', 'Kd5'], ['Kxb4', 'Ke4'], ['Kc3', 'Kxe3'], ['Kc2', 'Kf3'], ['Kd1', 'Kxg3\n'], ['Ke2', 'f4']]",0-1
Wch U10 Girls,Oropesa del Mar,1998.??.??,11,"Nebolsina, Vera","Lahno, Kateryna",,,C47,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nc3', 'Nc6'], ['g3', 'Be7'], ['Bg2', 'O-O'], ['O-O', 'd6'], ['h3', 'h6'], ['d4', 'exd4\n'], ['Nxd4', 'Bd7'], ['Be3', 'Nxd4'], ['Qxd4', 'Bc6'], ['Rad1', 'Re8'], ['Rfe1', 'Bf8'], ['f4', 'Qe7'], ['Bf2', 'Nd7\n'], ['Nd5', 'Bxd5'], ['Qxd5', 'c6'], ['Qd4', 'Nb6'], ['b3', 'Rad8'], ['c4', 'Qc7'], ['a4', 'Be7'], ['a5', 'Nc8\n'], ['Qc3', 'Bf6'], ['Qd2', 'c5'], ['Be3', '']]",1/2-1/2
