EU-ch U10,Rimavska Sobota,1996.??.??,1,"Volokitin, Andrei","Meszaros, Matyas",,,B80,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['f3', 'e6'], ['Be3', 'b5'], ['Qd2', 'Be7\n'], ['O-O-O', 'O-O'], ['g4', 'Qa5'], ['Kb1', 'Bb7'], ['Nd5', 'Qd8'], ['Nxe7+', 'Qxe7'], ['h4', 'Nbd7'], ['h5', 'd5\n'], ['g5', 'Ne8'], ['exd5', 'Bxd5'], ['Qh2', 'Rd8'], ['Be2', 'Nd6'], ['g6', 'h6'], ['Rdg1', 'f6'], ['Qg2', 'e5\n'], ['Nb3', 'Nf5'], ['Bc1', 'Rc8'], ['Bd3', 'Qe6'], ['Rd1', 'Ba8'], ['Qg4', 'Nd4'], ['Qxe6+', 'Nxe6'], ['Bf5', 'Ng5\n'], ['Bxd7', 'Rcd8'], ['Bxg5', 'fxg5'], ['Be6+', 'Kh8'], ['Rxd8', 'Rxd8'], ['Rf1', 'a5'], ['a3', 'a4'], ['Nc5', 'Bc6\n'], ['Nd3', 'Re8'], ['Bf7', 'Re7'], ['Re1', 'Bxf3'], ['Nxe5', 'Bxh5'], ['Bd5', 'g4'], ['Nf7+', 'Rxf7'], ['Re8+', '']]",1-0
EU-ch U10,Rimavska Sobota,1996.??.??,2,"Stellwagen, Daniel R","Volokitin, Andrei",,,D52,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Nf6'], ['Bg5', 'Nbd7'], ['e3', 'c6'], ['Nf3', 'Qa5'], ['Nd2', 'Bb4'], ['Qc2', 'O-O\n'], ['Nb3', 'Bxc3+'], ['bxc3', 'Qa4'], ['cxd5', 'cxd5'], ['Bd3', 'b6'], ['O-O', 'Ba6'], ['Bf4', 'Rac8'], ['Bxa6', 'Qxa6\n'], ['f3', 'Rc6'], ['Qd2', 'Rfc8'], ['Rac1', 'b5'], ['h3', 'Nb6'], ['Nc5', 'Qa5'], ['Nb3', 'Qa3'], ['Nc5', 'Na4\n'], ['Nxa4', 'bxa4'], ['Rc2', 'Rxc3'], ['Rxc3', 'Qxc3'], ['Qxc3', 'Rxc3'], ['Rb1', 'h6'], ['Rb8+', 'Kh7\n'], ['Rb7', 'Kg6'], ['Rxa7', 'Ra3'], ['Bd6', 'Rxa2'], ['g3', 'Nh7'], ['h4', 'Nf6'], ['Kf1', 'h5'], ['Ke1', 'Ne8\n'], ['Bc5', 'Rg2'], ['Rxa4', 'Rxg3'], ['Kf2', 'Rh3'], ['Be7', 'Nf6'], ['Bxf6', 'Kxf6'], ['Ra1', 'Rxh4'], ['Kg3', 'g5\n'], ['Re1', 'e5'], ['dxe5+', 'Kxe5'], ['f4+', 'Kf5'], ['fxg5', 'Rg4+'], ['Kf3', 'Rxg5'], ['Rd1', 'Ke5'], ['Rh1', 'Rf5+\n'], ['Ke2', 'Kf6']]",0-1
EU-ch U10,Rimavska Sobota,1996.??.??,3,"Volokitin, Andrei","Guseinov, Kadir",,,B46,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'e6'], ['Nc3', 'a6'], ['Be3', 'Nf6'], ['Bd3', 'Be7'], ['O-O', 'O-O\n'], ['a3', 'Re8'], ['f4', 'Bc5'], ['Be2', 'b5'], ['Bf2', 'Nxd4'], ['Bxd4', 'Qb6'], ['Bxc5', 'Qxc5+'], ['Kh1', 'd5\n'], ['Bf3', 'Bb7'], ['e5', 'Nd7'], ['Qd3', 'Qc4'], ['Qd2', 'g6'], ['g4', 'Rad8'], ['Ne2', 'Qc5'], ['Nd4', 'Nb8\n'], ['Rae1', 'Nc6'], ['c3', 'Na5'], ['Qg2', 'Nc4'], ['Rf2', 'Qc7'], ['Rfe2', 'Kh8'], ['Qh3', 'Nxb2'], ['Bg2', 'Na4\n'], ['Re3', 'Nc5'], ['Qh6', 'Ne4'], ['Bxe4', 'dxe4'], ['Rh3', 'f5'], ['gxf5', 'exf5'], ['Qxg6', 'e3+'], ['Kg1', '']]",0-1
EU-ch U10,Rimavska Sobota,1996.??.??,4,"Avetisian, A.","Volokitin, Andrei",,,B25,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['d3', 'd6'], ['f4', 'Nf6'], ['Nf3', 'Bg4'], ['h3', 'Bxf3\n'], ['Qxf3', 'Nd7'], ['O-O', 'O-O'], ['g4', 'Nd4'], ['Qf2', 'Rb8'], ['g5', 'b5'], ['Nd5', 'f5'], ['c3', 'Ne6'], ['Qh4', 'Nc7\n'], ['exf5', 'gxf5'], ['Nxc7', 'Qxc7'], ['g6', 'Nf6'], ['Bd5+', 'Kh8'], ['Be6', 'c4'], ['d4', 'b4'], ['cxb4', 'Rxb4\n'], ['Bxf5', 'c3'], ['b3', 'Rxd4'], ['Be3', 'Rd5'], ['Bg4', 'Rd3'], ['Rfe1', 'h6'], ['f5', 'Rxe3'], ['Rxe3', 'Qc5\n'], ['Qf2', 'Nxg4'], ['hxg4', 'Bd4'], ['Rae1', 'c2'], ['b4', 'Qb6'], ['Qxc2', 'Bxe3+'], ['Kf1', 'Qb5+'], ['Re2', 'd5\n'], ['Qb2+', 'd4'], ['Ke1', 'Qd3'], ['g5', 'Rc8'], ['f6', 'exf6'], ['gxf6', 'Qxg6'], ['Rg2', 'Qxg2'], ['Qxg2', 'Rc1+\n'], ['Ke2', 'Rc2+'], ['Kf3', 'Rxg2'], ['Kxg2', 'd3'], ['Kf3', 'd2'], ['Ke2', 'h5']]",0-1
EU-ch U10,Rimavska Sobota,1996.??.??,5,"Areshtchenko, A.","Volokitin, Andrei",,,B13,"[['e4', 'd5'], ['exd5', 'Nf6'], ['c4', 'c6'], ['d4', 'cxd5'], ['Nc3', 'Nc6'], ['Nf3', 'Bg4'], ['cxd5', 'Nxd5'], ['Be2', 'e6\n'], ['O-O', 'Be7'], ['h3', 'Bh5'], ['Qb3', 'Nb6'], ['Be3', 'O-O'], ['Rfd1', 'Bd6'], ['d5', 'Nxd5'], ['Nxd5', 'exd5\n'], ['Qxd5', 'Bxf3'], ['Bxf3', 'Be5'], ['Qc4', 'Qf6'], ['Bc5', 'Rfc8'], ['Bd5', 'Rc7'], ['Qe2', 'Bxb2'], ['Rab1', 'Be5\n'], ['Re1', 'Re8'], ['Kh1', 'g6'], ['Rb3', 'b6'], ['Rf3', 'Qd8'], ['Rd3', 'bxc5'], ['Bxc6', 'Qxd3'], ['Qxd3', 'Rxc6\n'], ['f4', 'c4'], ['Qc2', 'f6'], ['fxe5', 'fxe5'], ['Re4', 'c3'], ['Re3', 'Rec8'], ['Rxe5', 'Rb6'], ['Re7', 'Rb2\n'], ['Qe4', '']]",1-0
EU-ch U10,Rimavska Sobota,1996.??.??,6,"Volokitin, Andrei","Barashianth, G.",,,C44,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['cxd4', 'Bg4'], ['Be2', 'O-O-O'], ['Nc3', 'Qd7\n'], ['Qa4', 'Bxf3'], ['Bxf3', 'Qe6+'], ['Be3', 'Rxd4'], ['Qb3', 'Qxb3'], ['axb3', 'Rb4'], ['Bxc6', 'bxc6\n'], ['Rxa7', 'Rxb3'], ['Bf4', 'Rb7'], ['Ra8+', 'Rb8'], ['Ra7', 'Bd6'], ['Bxd6', 'cxd6'], ['Ne4', 'Rxb2'], ['O-O', 'Nh6\n'], ['Nxd6+', 'Kb8'], ['Raa1', 'Rb1'], ['Raxb1+', 'Ka7'], ['Rb7+', 'Ka8'], ['Rd7', '']]",1/2-1/2
EU-ch U10,Rimavska Sobota,1996.??.??,7,"Alexa, M.","Volokitin, Andrei",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be3', 'Ng4'], ['Bd2', 'Qb6'], ['Be2', 'Nxf2\n'], ['Kxf2', 'Qxd4+'], ['Ke1', 'Nd7'], ['Nd5', 'Qc5'], ['Be3', 'Qa5+'], ['Qd2', 'Qd8'], ['Qc3', 'Nc5'], ['Bxc5', 'e6\n'], ['Bb6', 'Qh4+'], ['g3', 'Qxe4'], ['Nc7+', 'Ke7'], ['Rf1', 'Rb8'], ['Rd1', 'Bd7'], ['Qd2', 'Qc6'], ['Qe3', 'f6\n'], ['Nd5+', 'Kf7'], ['Nc7', 'Be7'], ['Bg4', 'd5'], ['Bf3', 'Qxc2'], ['Rf2', 'Qa4'], ['Re2', 'Bb4+'], ['Red2', 'Qxa2\n'], ['Kf2', 'Bxd2'], ['Rxd2', 'Qa4'], ['Re2', 'Qc6'], ['Qd4', 'Qc4'], ['Qe3', 'd4'], ['Qd2', 'd3'], ['Re3', '']]",1/2-1/2
EU-ch U10,Rimavska Sobota,1996.??.??,8,"Volokitin, Andrei","Aveskulov, Valeriy",,,B33,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'e5'], ['Ndb5', 'd6'], ['Nd5', 'Nxd5'], ['exd5', 'Ne7\n'], ['c4', 'Ng6'], ['Be2', 'a6'], ['Nc3', 'Be7'], ['O-O', 'f5'], ['Bh5', 'O-O'], ['Qe2', 'Bd7'], ['Kh1', 'Rc8\n'], ['Be3', 'Qc7'], ['b3', 'Bf6'], ['Rac1', 'Ne7'], ['Qd1', 'b6'], ['Be2', 'Qb7'], ['f3', 'Rfd8'], ['Qd3', 'Be8\n'], ['Rf2', 'Bg6'], ['Qd1', 'Be8'], ['Qf1', 'f4'], ['Bd2', 'Bh4'], ['g3', 'fxg3'], ['hxg3', 'Nf5'], ['Ne4', 'Nxg3+\n'], ['Nxg3', 'Bxg3'], ['Rg2', 'Bf4'], ['Bxf4', 'exf4'], ['Bd3', 'Qe7'], ['Re1', 'Qf7'], ['Rh2', 'g6'], ['Qh3', 'Bd7\n'], ['Qh4', 'Re8'], ['Rxe8+', 'Rxe8'], ['Bxg6', 'Re1+'], ['Qxe1', 'hxg6'], ['Qh4', 'Kf8'], ['Qd8+', 'Be8\n'], ['Rh8+', 'Kg7'], ['Qxe8', 'Qf5'], ['Qg8+', 'Kf6'], ['Qf8+', 'Ke5'], ['Qg7+', 'Qf6'], ['Re8+', 'Kf5'], ['Rf8', 'Qxf8\n'], ['Qxf8+', '']]",1-0
EU-ch U10,Rimavska Sobota,1996.??.??,9,"Hera, Imre Jr","Volokitin, Andrei",,,B01,"[['e4', 'd5'], ['exd5', 'Nf6'], ['d4', 'Nxd5'], ['c4', 'Nb6'], ['h3', 'g6'], ['Nf3', 'Bg7'], ['Nc3', 'O-O'], ['Be2', 'Nc6\n'], ['O-O', 'Nxd4'], ['Nxd4', 'Bxd4'], ['Nb5', 'e5'], ['Nxd4', 'Qxd4'], ['Qb3', 'Be6'], ['Be3', 'Qh4'], ['Rac1', 'f5\n'], ['Qb5', 'Qf6'], ['Bd2', 'c6'], ['Qb4', 'Rf7'], ['b3', 'Rd8'], ['Bc3', 'Qg5'], ['Kh2', 'f4'], ['Rcd1', 'Rxd1\n'], ['Rxd1', 'f3'], ['Bxf3', 'Bxh3'], ['Kxh3', 'Qh6+'], ['Kg3', 'Qf4+'], ['Kh3', 'Qh6+'], ['Kg3', 'Qf4+']]",1/2-1/2
Wch U12,Cannes,1997.??.??,1,"Volokitin, Andrei","Iskakov, Aibek",,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'Be7'], ['Re1', 'Nd6'], ['Bxc6', 'dxc6'], ['dxe5', 'Nf5\n'], ['Qe2', 'O-O'], ['Nbd2', 'Re8'], ['Ne4', 'Nd4'], ['Qd3', 'Nxf3+'], ['Qxf3', 'Be6'], ['Bf4', 'Qd5'], ['Qg3', 'Kh8\n'], ['Bg5', 'h6'], ['Bxe7', 'Rxe7'], ['Qh4', 'Qd8'], ['h3', 'b6'], ['Re3', 'Rd7'], ['Qh5', 'Bd5'], ['Nf6', 'Re7\n'], ['Rd1', 'Rxe5'], ['Qxe5', 'Qxf6'], ['Qxf6', 'gxf6'], ['b3', 'Kg7'], ['f4', 'Kf8'], ['Kf2', 'Re8'], ['Rxe8+', 'Kxe8\n'], ['c4', 'Be6'], ['Kg3', 'b5'], ['c5', 'a5'], ['Kh4', 'Bd5'], ['g4', 'Kf8'], ['Kh5', 'Kg7'], ['Re1', '']]",1-0
Wch U12,Cannes,1997.??.??,2,"Venkatesh, MR.","Volokitin, Andrei",,,B96,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Bg5', 'e6'], ['f4', 'Nbd7'], ['Qf3', 'Qc7\n'], ['Bd3', 'b5'], ['a3', 'Bb7'], ['Bxf6', 'Nxf6'], ['g4', 'Be7'], ['g5', 'Nd7'], ['h4', 'O-O-O'], ['Nce2', 'Nc5\n'], ['Rc1', 'd5'], ['e5', 'Kb8'], ['c3', 'Qb6'], ['Bc2', 'f6'], ['b4', 'Ne4'], ['Bxe4', 'dxe4'], ['Qe3', 'fxe5\n'], ['fxe5', 'h6'], ['Nf4', 'hxg5'], ['Nfxe6', 'Rd5'], ['Qg3', 'Rh6'], ['Nxg7', 'gxh4'], ['Qh2', 'Bg5'], ['Rc2', 'h3\n'], ['Ngf5', 'Rh8'], ['Rg1', 'Bd8'], ['Ne3', 'Rxd4'], ['cxd4', 'Qxd4'], ['e6+', 'Ka8'], ['Nf5', 'Qa1+'], ['Ke2', 'Qxa3\n'], ['Rg3', 'Qa4'], ['Rgc3', 'Bf6'], ['Rc7', 'Qb3'], ['R7c5', 'Rd8'], ['Qf4', 'h2'], ['Rc1', 'Qb2+'], ['R1c2', 'Qxc2+\n'], ['Rxc2', 'h1=Q'], ['Rc1', 'Qg2+'], ['Ke1', 'Qh1+'], ['Ke2', 'Qh5+'], ['Ke1', 'Rg8'], ['Ng3', 'Qh4']]",0-1
