EuYCh B10,Halkidiki GRE,2000.10.04,3,"Nepomniachtchi,I","Hanley,Ja",,,D79,"[['Nf3', 'Nf6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'O-O'], ['d4', 'd5'], ['c4', 'c6'], ['cxd5', 'cxd5'], ['Nc3', 'Nc6\n'], ['Ne5', 'Qb6'], ['Nxc6', 'Qxc6'], ['Qb3', 'e6'], ['Bf4', 'Nh5'], ['Be3', 'b6'], ['Rac1', 'Qc4'], ['Qxc4', 'dxc4\n'], ['Bxa8', '']]",1-0
EuYCh B10,Halkidiki GRE,2000.10.05,4,"Nepomniachtchi,I","Fodor,T",,,C18,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['e5', 'Ne7'], ['a3', 'Bxc3+'], ['bxc3', 'c5'], ['Qg4', 'Qc7'], ['Qxg7', 'Rg8\n'], ['Qxh7', 'cxd4'], ['Ne2', 'Nbc6'], ['f4', 'Bd7'], ['Qd3', 'dxc3'], ['Nxc3', 'a6'], ['g3', 'Rc8'], ['Bd2', 'Nf5\n'], ['Bg2', 'Ncd4'], ['Rc1', 'Nb5'], ['Ne2', 'Qc4'], ['O-O', 'Qc5+'], ['Kh1', 'Nxa3'], ['Qb3', 'Nc4'], ['Bb4', 'Qe3\n'], ['Rfe1', 'Rh8'], ['Qxe3', 'Ncxe3'], ['c3', 'Ng4'], ['Kg1', 'Nxh2'], ['Ba5', 'Bb5'], ['Nd4', 'Nxg3'], ['Nxb5', 'axb5\n'], ['Rb1', 'Rc5'], ['c4', 'Rxc4'], ['Rxb5', 'Kf8'], ['Rxb7', 'Kg7'], ['Rb4', 'Rc2'], ['Rb6', 'Ne2+'], ['Rxe2', 'Rxe2\n'], ['f5', 'Ra2'], ['Bc3', '']]",1-0
EuYCh B10,Halkidiki GRE,2000.10.06,5,"Howell,D","Nepomniachtchi,I",,,C02,"[['e4', 'e6'], ['d4', 'd5'], ['e5', 'c5'], ['c3', 'Nc6'], ['Nf3', 'Qb6'], ['Be2', 'cxd4'], ['cxd4', 'Nge7'], ['Na3', 'Nf5\n'], ['Nc2', 'Bb4+'], ['Kf1', 'Be7'], ['g4', 'Nh4'], ['Nxh4', 'Bxh4'], ['Kg2', 'Be7'], ['f4', 'Bd7'], ['b3', 'O-O-O\n'], ['Be3', 'Kb8'], ['Qd2', 'Rc8'], ['Rhc1', 'Nb4'], ['Ne1', 'Bb5'], ['Bf3', 'Rxc1'], ['Rxc1', 'Rc8'], ['Rxc8+', 'Kxc8\n'], ['a3', 'Nc6'], ['Nc2', 'Na5'], ['Qc3+', 'Qc7'], ['Qb2', 'Bd3'], ['Ne1', 'Be4'], ['Bd2', 'Nc6'], ['Bxe4', 'dxe4\n'], ['b4', 'Qd7'], ['Be3', 'Qd5'], ['Kf1', 'Qb5+'], ['Kg2', 'Bh4'], ['Bf2', 'Bxf2'], ['Kxf2', 'Qc4'], ['Ke3', 'Qf1\n'], ['Qf2', 'Qh1'], ['Qg3', 'Ne7'], ['Ng2', 'Qb1'], ['Kf2', 'Qb2+'], ['Kf1', 'Nd5'], ['Qf2', 'Qc1+'], ['Qe1', 'Qc4+\n'], ['Qe2', 'Qxd4'], ['Qb5', 'Nc7'], ['Qe2', 'Nd5'], ['Qb5', 'Qd1+'], ['Kf2', 'Qc2+'], ['Kf1', 'Nc7'], ['Qe2', 'Qxe2+\n'], ['Kxe2', 'Nd5'], ['f5', 'Kd7'], ['Ne3', 'Nf4+'], ['Kd2', 'b5'], ['Nc2', 'Nd3'], ['Ke3', 'Nxe5'], ['h3', 'Nc6\n'], ['Kxe4', 'Kd6'], ['fxe6', 'Kxe6'], ['Ne3', 'Ne7'], ['Nc2', 'Kd6'], ['Nd4', 'a6'], ['Nf3', 'f6'], ['Nd4', 'g6\n'], ['Nb3', 'Nd5'], ['Nc5', 'Nc7'], ['Nb7+', 'Kc6'], ['Nd8+', 'Kd7'], ['Nb7', 'Ne6'], ['h4', 'Kc6'], ['Na5+', 'Kd6\n'], ['Nb7+', 'Kc7'], ['Na5', 'Kd7'], ['Nb7', '']]",1/2-1/2
EuYCh B10,Halkidiki GRE,2000.10.07,6,"Laritchev,D","Nepomniachtchi,I",,,C05,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Nf6'], ['e5', 'Nfd7'], ['f4', 'c5'], ['c3', 'Nc6'], ['Ndf3', 'Qb6'], ['g3', 'cxd4\n'], ['cxd4', 'Bb4+'], ['Kf2', 'f6'], ['Kg2', 'a5'], ['Ne2', 'a4'], ['a3', 'Be7'], ['Nc3', 'fxe5'], ['fxe5', 'Qa7\n'], ['Nb5', 'Qb6'], ['Ng5', 'Bxg5'], ['Nd6+', 'Kd8'], ['Bxg5+', 'Kc7'], ['Qc2', 'Kb8'], ['Rd1', 'Nxd4'], ['Qc3', 'Nc6\n'], ['Bb5', 'd4'], ['Qe1', 'Ra5'], ['Nc4', 'Qxb5'], ['Nxa5', 'Qd5+'], ['Kg1', 'Nxa5'], ['Qb4', 'Nc6'], ['Qxa4', 'Ndxe5\n'], ['Bf4', 'g5'], ['Bxe5+', 'Nxe5'], ['Qc2', 'Rf8'], ['Qxh7', 'Nf3+'], ['Kf2', 'Qe5'], ['Qe7', 'Qe3+'], ['Kg2', 'Qe2+\n'], ['Kh3', 'Rh8+'], ['Kg4', 'e5+']]",0-1
EuYCh B10,Halkidiki GRE,2000.10.08,7,"Nepomniachtchi,I","Sismanis,A",,,B50,"[['e4', 'c5'], ['Nf3', 'd6'], ['c3', 'Nf6'], ['Be2', 'Nc6'], ['d3', 'e6'], ['O-O', 'Be7'], ['Nbd2', 'O-O'], ['Re1', 'Qc7\n'], ['Bf1', 'd5'], ['g3', 'Rd8'], ['Bg2', 'b6'], ['e5', 'Nd7'], ['Qe2', 'Ba6'], ['h4', 'Bf8'], ['Nf1', 'Rac8'], ['N1h2', 'b5\n'], ['h5', 'b4'], ['h6', 'g6'], ['Ng4', 'bxc3'], ['bxc3', 'Rb8'], ['Ng5', 'Qa5'], ['Qf3', 'f5'], ['exf6', 'Qxc3\n'], ['Bf4', 'Rb4'], ['Nxe6', 'Rc8'], ['Qxd5', 'Qxd3'], ['Nd4+', 'Kh8'], ['Qxd7', 'Rxd4'], ['Qg7+', 'Bxg7\n'], ['hxg7+', 'Kg8'], ['Nh6+', '']]",1-0
EuYCh B10,Halkidiki GRE,2000.10.09,8,"Khazhalia,S","Nepomniachtchi,I",,,B14,"[['e4', 'd5'], ['exd5', 'Nf6'], ['c4', 'c6'], ['d4', 'cxd5'], ['Nc3', 'g6'], ['Nf3', 'Bg7'], ['c5', 'Nc6'], ['Bf4', 'O-O\n'], ['Bb5', 'Bg4'], ['Bxc6', 'bxc6'], ['O-O', 'Nd7'], ['Re1', 'Bxf3'], ['gxf3', 'e5'], ['dxe5', 'Nxc5'], ['Rc1', 'Ne6\n'], ['Bg3', 'Qg5'], ['Qa4', 'Rfc8'], ['Rc2', 'Qf5'], ['Rec1', 'Qxf3'], ['Ne2', 'c5'], ['Nf4', 'Bh6'], ['Rc3', 'Qe4\n'], ['Qxe4', 'dxe4'], ['Nd5', 'Bxc1'], ['Ne7+', 'Kf8'], ['Nxc8', 'Bxb2'], ['Rb3', 'Bxe5'], ['Bxe5', 'Rxc8\n'], ['Rc3', 'c4'], ['Kf1', 'a6'], ['Ke2', 'Ke7'], ['Ke3', 'f6'], ['Bg3', 'f5'], ['Be5', 'Rc5'], ['Bh8', 'Kd6\n'], ['Rc1', 'Kd5'], ['Rd1+', 'Kc6'], ['Rc1', 'c3'], ['Rxc3', 'Rxc3+'], ['Bxc3', 'Kd5'], ['Bf6', 'f4+'], ['Kd2', 'Kc4\n'], ['Be5', 'g5'], ['Bf6', 'h5'], ['h3', 'g4'], ['Ke2', 'Nd4+'], ['Kd2', 'gxh3']]",0-1
EuYCh B10,Halkidiki GRE,2000.10.10,9,"Nepomniachtchi,I","Schneider,Da",,,A49,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'd6'], ['a4', 'c5'], ['a5', 'Nc6'], ['a6', 'cxd4\n'], ['Nxd4', 'Qc7'], ['Nc3', 'Nd7'], ['Ndb5', 'Qd8'], ['Be3', 'Nc5'], ['Bxc5', 'dxc5'], ['Qxd8', 'Rxd8'], ['axb7', 'Bxb7\n'], ['Na4', 'a6'], ['Nxc5', 'axb5'], ['Nxb7', 'Rxa1'], ['Rxa1', 'Rc8'], ['Bxc6', 'Rxc6'], ['Ra8+', 'Bf8\n'], ['c3', 'e6'], ['Na5', 'Rb6'], ['Nb3', 'b4'], ['Nd4', 'bxc3'], ['bxc3', 'Kg7'], ['Rc8', 'Bd6'], ['c4', 'Rb1+\n'], ['Kg2', 'Rc1'], ['h4', 'h5'], ['Rc6', 'Bf8'], ['Nf3', 'Be7'], ['Rc7', 'Kf8'], ['Ne5', 'Rc2'], ['Rc8+', 'Kg7\n'], ['Kf3', 'Bd6'], ['Nd3', 'e5'], ['c5', 'e4+'], ['Kxe4', 'Rxe2+'], ['Kf3', 'Rc2'], ['Rc6', 'Be7'], ['Rc7', 'Kf6\n'], ['Rc6+', 'Kf5'], ['Rc7', 'Rc3'], ['Ke2', 'Ke6'], ['Kd2', 'Rc4'], ['Nf4+', 'Rxf4'], ['gxf4', 'Bxh4'], ['Ke3', 'f6\n'], ['Rg7', 'g5'], ['c6', 'gxf4+'], ['Kxf4', 'Bxf2'], ['c7', '']]",1-0
EYCC B12,Halkidiki GRE,2001.08.31,1,"Kavakdere,Ali","Nepomniachtchi,I",,,C05,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Nf6'], ['e5', 'Nfd7'], ['f4', 'c5'], ['c3', 'Nc6'], ['Ndf3', 'Qb6'], ['Ne2', 'cxd4\n'], ['Nexd4', 'Nc5'], ['Qc2', 'Bd7'], ['Be3', 'Rc8'], ['Rd1', 'Ne4'], ['Qb3', 'Bc5'], ['Qxb6', 'Bxb6'], ['Nc2', 'Nb4\n'], ['Nfd4', 'Nxc2+'], ['Nxc2', 'Ba4'], ['Bxb6', 'axb6'], ['Rc1', 'Bxc2'], ['Rxc2', 'f6'], ['g3', 'fxe5\n'], ['fxe5', 'Ke7'], ['Bg2', 'Nc5'], ['Rd2', 'Rhf8'], ['Rf1', 'Rxf1+'], ['Bxf1', 'Rf8'], ['Bh3', 'Rf3'], ['Ke2', 'Ne4\n'], ['Kxf3', 'Nxd2+'], ['Kf4', 'h6'], ['b3', 'Nb1'], ['c4', 'dxc4'], ['bxc4', 'Nd2'], ['Bg2', 'Nxc4'], ['Bxb7', 'g5+\n'], ['Ke4', 'Nd2+'], ['Kd4', 'Nf1'], ['Kc4', 'Kd7'], ['Kb5', 'Kc7'], ['Bc6', 'Nxh2'], ['Be8', 'Nf3'], ['Bf7', 'h5\n'], ['Bxh5', 'Nxe5'], ['Bd1', 'Nc6'], ['a4', 'Nd4+'], ['Kb4', 'Kd6'], ['g4', 'Kd5'], ['Kc3', 'Ke4'], ['Kc4', 'e5\n'], ['Kc3', 'Kd5'], ['Kb4', 'Ke4'], ['Kc4', 'Ke3'], ['Kd5', 'e4'], ['Ke5', 'Kd3'], ['Kf6', 'e3'], ['Kxg5', 'Ne6+\n'], ['Kf5', 'Kd2'], ['Kxe6', 'Kxd1'], ['g5', 'e2'], ['g6', 'e1=Q+']]",0-1
EYCC B12,Halkidiki GRE,2001.09.01,2,"Nepomniachtchi,I","Bobula,Mateusz",,,C10,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'dxe4'], ['Nxe4', 'Nd7'], ['Nf3', 'Ngf6'], ['Bd3', 'Be7'], ['O-O', 'O-O'], ['Qe2', 'b6\n'], ['Bf4', 'Bb7'], ['Rad1', 'Nxe4'], ['Bxe4', 'Bxe4'], ['Qxe4', 'Nf6'], ['Qe2', 'Qd5'], ['c4', 'Qb7'], ['d5', 'e5\n'], ['Bxe5', 'Rfe8'], ['Qc2', 'Nd7'], ['Bc3', 'Bf6'], ['Bxf6', 'Nxf6'], ['Rfe1', 'c6'], ['d6', 'Rad8'], ['Ne5', 'c5\n'], ['Qf5', 'Re6'], ['d7', 'Re7'], ['Re3', 'h6'], ['Red3', 'Nh7'], ['Rd6', 'Nf8'], ['Nc6', 'Rdxd7'], ['Nxe7+', 'Rxe7\n'], ['Qd5', 'Qa6'], ['Rd8', 'Qb7'], ['Qxb7', 'Rxb7'], ['Re8', 'f6'], ['Rdd8', 'Rf7'], ['h4', 'g6'], ['Kh2', 'f5\n'], ['Kg3', 'Kg7'], ['Kf4', '']]",1-0
EYCC B12,Halkidiki GRE,2001.09.02,3,"Nigalidze,Gaioz","Nepomniachtchi,I",,,D87,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Bc4', 'c5'], ['Ne2', 'Nc6\n'], ['Be3', 'O-O'], ['O-O', 'Qc7'], ['Rc1', 'Rd8'], ['Qd2', 'b6'], ['Rfd1', 'e6'], ['Bd3', 'Bb7'], ['Qe1', 'Qe7\n'], ['Bb1', 'Na5'], ['Bd3', 'Rac8'], ['Rb1', 'cxd4'], ['cxd4', 'Qa3'], ['Qb4', 'Qxb4'], ['Rxb4', 'Bf8'], ['Rbb1', 'Nc4\n'], ['Rb3', 'Nd6'], ['Nc3', 'Bg7'], ['Kf1', 'Rc7'], ['e5', 'Nc8'], ['Nb5', 'Rcd7'], ['Bg5', 'Rf8'], ['Rc3', 'h6\n'], ['Be3', 'Rfd8'], ['a4', 'Ba6'], ['Ke2', 'Ne7'], ['f4', 'Nd5'], ['Rc4', 'Bf8'], ['Be4', 'Bb7'], ['Kf3', 'Rc8\n'], ['Rxc8', 'Bxc8'], ['Rc1', 'Bb7'], ['Bf2', 'a6'], ['Nc7', 'Ba3'], ['Rc2', 'Bb4'], ['Nxd5', 'Bxd5'], ['Rc8+', 'Kg7\n'], ['Bxd5', 'Rxd5'], ['Bh4', 'g5'], ['fxg5', 'h5'], ['Ke4', 'b5'], ['axb5', 'axb5'], ['Rc7', 'Ba5'], ['Rc5', 'b4\n'], ['Kd3', 'b3'], ['Rxd5', 'exd5'], ['Bf2', 'Kg6'], ['Be3', 'b2'], ['Kc2', 'Bc3'], ['h4', 'Kh7'], ['Kb1', 'Kg8\n'], ['Kc2', 'Kh7']]",1/2-1/2
EYCC B12,Halkidiki GRE,2001.09.03,4,"Nepomniachtchi,I","Banusz,T",,,B13,"[['e4', 'c6'], ['d4', 'd5'], ['exd5', 'cxd5'], ['c4', 'Nf6'], ['Nc3', 'Nc6'], ['Nf3', 'Bg4'], ['cxd5', 'Nxd5'], ['Qb3', 'Bxf3\n'], ['gxf3', 'Nb6'], ['d5', 'Nd4'], ['Bb5+', 'Nd7'], ['Qa4', 'Nxb5'], ['Nxb5', 'a6'], ['Nd4', 'g6'], ['Bg5', 'h6\n'], ['Bh4', 'Bg7'], ['Ne6', 'fxe6'], ['dxe6', 'b5'], ['exd7+', 'Qxd7'], ['Qe4', 'Kf7'], ['O-O', 'g5'], ['Bg3', 'Qe6\n'], ['Qb7', 'Qc8'], ['Qb6', 'Qe6'], ['Qb7', 'Qc8'], ['Qe4', 'Qe6'], ['Qb4', 'Qc4'], ['Qa3', 'b4'], ['Qa4', 'Bxb2\n'], ['Rae1', 'Bf6'], ['Re4', 'Qd3'], ['Qxb4', 'Qb5'], ['Qa3', 'Rhc8'], ['Rfe1', 'Ra7'], ['Qe3', 'Rd7'], ['Re6', 'a5\n'], ['Qe4', 'Qd3'], ['Qg4', 'Rc4'], ['R6e4', 'Rxe4'], ['fxe4', 'e5'], ['Qf5', 'Qd6'], ['Qh7+', 'Bg7'], ['Re3', 'Qf6\n'], ['h3', 'Rd8'], ['Rc3', 'Rd7'], ['Kg2', 'Ke8'], ['Qg8+', 'Bf8'], ['Rf3', 'Qg7'], ['Qe6+', 'Qe7'], ['Qg6+', 'Kd8\n'], ['Qb6+', 'Ke8'], ['Qb8+', 'Rd8'], ['Qb5+', 'Rd7'], ['Bxe5', 'Qc5'], ['Qb8+', '']]",1-0
