URS-sf Russia-ch,Gorky,1989.??.??,?,"Tunik, Gennady","Ibragimov, Ildar",,,D94,"[['c4', 'Nf6'], ['Nc3', 'c6'], ['d4', 'd5'], ['e3', 'g6'], ['Nf3', 'Bg7'], ['h3', 'O-O'], ['Bd3', 'c5'], ['O-O', 'Na6'], ['a3', 'cxd4\n'], ['exd4', 'dxc4'], ['Bxc4', 'Nc7'], ['Re1', 'Be6'], ['Bf1', 'Re8'], ['Bg5', 'Ncd5'], ['Na4', 'Bf5'], ['Nc5', 'b6\n'], ['Nd3', 'Rc8'], ['Rc1', 'Rxc1'], ['Qxc1', 'Qc8'], ['Nfe5', 'Ne4'], ['Bh6', 'Qxc1'], ['Bxc1', 'Nd6'], ['Nc6', 'Rc8\n'], ['Ndb4', 'Kf8'], ['Nxa7', 'Ra8'], ['Nxd5', 'Rxa7'], ['Bf4', 'Be6'], ['Nb4', 'Rc7'], ['d5', 'Bd7'], ['Rc1', 'Rxc1\n'], ['Bxc1', 'Ba4'], ['Bd3', 'Ke8'], ['Bc2', 'Bxc2'], ['Nxc2', 'Kd7'], ['b3', 'b5'], ['Kf1', 'Ne8'], ['Bf4', 'Bc3\n'], ['Ke2', 'Nf6'], ['Ne3', 'Bd4'], ['Bg5', 'Bxe3'], ['Kxe3', 'Nxd5+'], ['Kd4', 'Kd6'], ['Bd2', 'e5+'], ['Kd3', 'f5\n'], ['g3', 'Kc5'], ['f3', 'Nc7'], ['Bh6', 'Ne6'], ['Kc3', 'Kd5'], ['a4', 'bxa4'], ['bxa4', 'Nd4'], ['a5', 'Nxf3\n'], ['a6', 'Kc6'], ['Be3', 'g5'], ['Kd3', 'h5'], ['Ke2', 'e4'], ['Kf2', 'Kc7'], ['Bc5', 'Kc6'], ['Ke3', 'h4'], ['gxh4', 'Nxh4\n'], ['Be7', 'Nf3'], ['Bd8', '']]",1/2-1/2
URS-sf Russia-ch,Gorky,1989.??.??,?,"Dreev, Alexey","Ibragimov, Ildar",,,D27,"[['d4', 'd5'], ['c4', 'dxc4'], ['Nf3', 'Nf6'], ['e3', 'e6'], ['Bxc4', 'c5'], ['O-O', 'a6'], ['a4', 'Nc6'], ['Qe2', 'cxd4\n'], ['Rd1', 'Be7'], ['Nc3', 'Nd5'], ['exd4', 'O-O'], ['Qe4', 'Nf6'], ['Qf4', 'Nb4'], ['Ne5', 'Qc7'], ['Bb3', 'b6\n'], ['Qg3', 'Bb7'], ['Bh6', 'Ne8'], ['h4', 'Qd8'], ['h5', 'Kh8'], ['Bf4', 'Nf6'], ['h6', 'g6'], ['Bg5', 'Nfd5\n'], ['Bd2', 'Rc8'], ['Re1', 'Kg8'], ['Rad1', 'Qc7'], ['Ne4', 'Qd8'], ['Ng5', 'Bd6'], ['Qh3', 'Rc7'], ['Re2', 'a5\n'], ['Ne4', 'Be7'], ['Bc4', 'Ba6'], ['b3', 'Bb7'], ['Qg3', 'Kh8'], ['Bc1', 'Bh4'], ['Qh3', 'f5'], ['Nc3', 'Bg5\n'], ['Nb5', 'Bxc1'], ['Nxc7', 'Nf4'], ['Qc3', 'Qg5'], ['Qg3', 'Nxe2+'], ['Bxe2', 'Qxg3'], ['fxg3', 'Bxh6\n'], ['Nxe6', 'Rf6'], ['Nf4', 'Nd5'], ['Bf3', 'Nxf4'], ['Bxb7', 'Ne2+'], ['Kf2', 'Nc3'], ['Rd3', 'Ne4+'], ['Ke2', 'Nd6\n'], ['Bd5', 'Rf8'], ['Rc3', 'Rc8'], ['Rxc8+', 'Nxc8'], ['Nc4', 'Bf8'], ['Be6', 'Nd6'], ['Nxb6', 'Ne4'], ['g4', 'fxg4\n'], ['Bxg4', 'Be7'], ['Nd5', 'Bd8'], ['Bf3', 'Nf6'], ['Nf4', 'Bc7'], ['Ne6', 'Bd6'], ['Kd3', 'Ne8'], ['Kc4', 'Nc7']]",1-0
URS-sf Russia-ch,Gorky,1989.??.??,?,"Kuporosov, Viktor","Ibragimov, Ildar",,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Re8'], ['d4', 'Bb7'], ['Nbd2', 'Bf8'], ['a3', 'g6'], ['Ba2', 'Bg7'], ['b4', 'a5'], ['d5', 'Ne7'], ['Bb2', 'Nh5\n'], ['Nb3', 'axb4'], ['cxb4', 'Bc8'], ['Na5', 'Nf4'], ['Bc1', 'Bh6'], ['Rb1', 'Kh8'], ['Rb3', 'f5'], ['Bb1', 'Rf8\n'], ['Kh2', 'Ng8'], ['Nc6', 'Qe8'], ['Bb2', 'Bg7'], ['Bc1', 'Bh6'], ['Bb2', 'Bg7'], ['Bc1', 'Bh6']]",1/2-1/2
URS-sf Russia-ch,Gorky,1989.??.??,?,"Ibragimov, Ildar","Dvoirys, Semen I",,,A22,"[['c4', 'e5'], ['Nc3', 'Nf6'], ['g3', 'Bb4'], ['Bg2', 'O-O'], ['e4', 'Bxc3'], ['bxc3', 'a6'], ['a4', 'd6'], ['d3', 'Nfd7\n'], ['Ne2', 'Qe8'], ['Qc2', 'a5'], ['Be3', 'Na6'], ['O-O', 'Ndc5'], ['d4', 'exd4'], ['cxd4', 'Nb4'], ['Qb1', 'Nxa4\n'], ['c5', 'dxc5'], ['dxc5', 'Bd7'], ['Rc1', 'b6'], ['Bf4', 'Nxc5'], ['Bxc7', 'Bb5'], ['Nf4', 'Qc6'], ['Be5', 'Rad8\n'], ['Nd5', 'Rfe8'], ['Bd4', 'Nbd3'], ['Rc3', 'Qd7'], ['Bxc5', 'Nxc5'], ['Nxb6', 'Qd4'], ['Re3', 'Bd3'], ['Qe1', 'Bxe4\n'], ['Qc3', 'Qb4'], ['Qxb4', 'axb4'], ['Rae1', 'Re6'], ['Bxe4', 'Rxb6'], ['Bb1', 'g6'], ['Rc1', 'Ne6'], ['Kg2', 'b3\n'], ['Rcc3', 'b2'], ['Rb3', 'Rdb8'], ['Rxb6', 'Rxb6'], ['Kf1', 'Rc6']]",0-1
URS-sf Russia-ch,Gorky,1989.??.??,?,"Ibragimov, Ildar","Fokin, Sergey",,,A85,"[['d4', 'e6'], ['c4', 'Bb4+'], ['Nc3', 'f5'], ['e3', 'Nf6'], ['Bd3', 'O-O'], ['Qc2', 'b6'], ['Ne2', 'Bb7'], ['f3', 'Nc6\n'], ['Bd2', 'Rf7'], ['a3', 'Bf8'], ['O-O', 'g6'], ['b4', 'Bg7'], ['b5', 'Ne7'], ['a4', 'Rf8'], ['a5', 'bxa5'], ['Rxa5', 'a6\n'], ['Rfa1', 'axb5'], ['Rxa8', 'Bxa8'], ['Nxb5', 'Bc6'], ['Qa4', 'Ne8'], ['Rb1', 'Nd6'], ['Qa7', 'Bxb5'], ['cxb5', 'Bh6\n'], ['Nc3', 'Ndc8'], ['Qa2', 'Nb6'], ['e4', 'Bg7'], ['Be3', 'Qa8'], ['Ra1', 'Qb7'], ['Qb3', 'fxe4'], ['fxe4', 'd5\n'], ['Ra6', 'Qc8'], ['Qb4', 'Qd7'], ['Qc5', 'dxe4'], ['Bxe4', 'Ned5'], ['Nxd5', 'Nxd5'], ['Bf2', 'Nf4'], ['Ra2', 'Rd8\n'], ['Rd2', 'e5'], ['d5', 'Rf8'], ['Bg3', 'Nh5'], ['Qc6', 'Qf7'], ['Rf2', 'Qe7'], ['Rxf8+', 'Bxf8'], ['d6', 'cxd6\n'], ['b6', 'Nxg3'], ['Bd5+', 'Kh8'], ['hxg3', 'Qg5'], ['Qc8', '']]",1-0
URS-sf Russia-ch,Gorky,1989.??.??,?,"Ibragimov, Ildar","Kharitonov, Andrei Y",,,D55,"[['d4', 'Nf6'], ['Nf3', 'd5'], ['c4', 'e6'], ['Nc3', 'Be7'], ['Bg5', 'h6'], ['Bxf6', 'Bxf6'], ['e3', 'O-O'], ['Rc1', 'c6\n'], ['Bd3', 'Nd7'], ['O-O', 'a6'], ['a4', 'Be7'], ['e4', 'dxc4'], ['Bxc4', 'b5'], ['Ba2', 'Bb7'], ['d5', '']]",1/2-1/2
URS-sf Russia-ch,Gorky,1989.??.??,?,"Ibragimov, Ildar","Khasin, Alexander",,,B36,"[['Nf3', 'c5'], ['c4', 'g6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['e4', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'Nxd4'], ['Qxd4', 'Bg7\n'], ['Be3', 'O-O'], ['Qd2', 'Be6'], ['Rc1', 'a6'], ['f3', 'Qa5'], ['Nd5', 'Qxa2'], ['Nxe7+', 'Kh8'], ['O-O', 'Qb3\n'], ['Bd1', 'Qa2'], ['Bd4', 'Rfe8'], ['Nd5', 'Bxd5'], ['exd5', 'Nh5'], ['Bxg7+', 'Nxg7'], ['Qc3', '']]",1-0
URS-sf Russia-ch,Gorky,1989.??.??,?,"Ibragimov, Ildar","Kron, Valentin",,,A57,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['b6', 'Qxb6'], ['Nc3', 'd6'], ['Nf3', 'g6'], ['e4', 'Bg4'], ['Be2', 'Bxf3\n'], ['Bxf3', 'Nbd7'], ['O-O', 'Bg7'], ['Be2', 'O-O'], ['a4', 'Rfb8'], ['a5', 'Qd8'], ['Qc2', 'Ne8'], ['Bd2', 'Nc7\n'], ['Rfb1', 'Nb5'], ['Nxb5', 'axb5'], ['Ra2', 'b4'], ['Qa4', 'Ra7'], ['a6', 'Nf6'], ['f3', 'Ne8'], ['Be3', 'Rb6\n'], ['Qb3', 'Nc7'], ['Ra5', 'Qb8'], ['Bc4', 'Nb5'], ['Qd3', 'Nd4'], ['b3', 'Qc8'], ['Kh1', 'Qd7'], ['Rd1', 'Rb8\n'], ['Bxd4', 'Bxd4'], ['Qe2', 'Be5'], ['Qe3', 'Qd8'], ['Ra2', 'Qf8'], ['f4', 'Qh6'], ['g3', 'Bc3'], ['Re2', 'Qg7\n'], ['e5', 'Qf8'], ['Kg2', 'Qc8'], ['Qd3', 'Rba8'], ['Rf1', 'Qf8'], ['Re4', 'Qg7'], ['Qe2', 'Rf8'], ['h4', 'h6\n'], ['exd6', 'exd6'], ['Qa2', 'Qf6'], ['Rf2', 'Qd8'], ['Rfe2', 'Kg7'], ['Qa4', 'Bf6'], ['Re8', 'Rxe8'], ['Rxe8', 'Qc7\n'], ['Qa2', 'Qd7'], ['Qe2', 'Bd4'], ['Rb8', 'h5'], ['Qe8', 'Qxe8'], ['Rxe8', 'Kf6'], ['Kf3', 'Bg1'], ['Re1', 'Bd4\n'], ['Re8', 'Bg1'], ['Rb8', 'Rd7'], ['Bb5', 'Rc7'], ['Rb7', 'Rc8'], ['Rd7', 'c4'], ['Rxd6+', 'Kg7'], ['Bxc4', 'Rc7\n'], ['Rc6', '']]",1-0
URS-sf Russia-ch,Gorky,1989.??.??,?,"Ibragimov, Ildar","Umansky, Mikhail",,,A01,"[['b3', 'e5'], ['Bb2', 'Nc6'], ['c4', 'Nf6'], ['e3', 'Be7'], ['a3', 'O-O'], ['Qc2', 'Re8'], ['d3', 'd5'], ['cxd5', 'Nxd5\n'], ['Nf3', 'Bg4'], ['Be2', 'f5'], ['O-O', 'Bf6'], ['h3', 'Bh5'], ['Nxe5', 'Bxe2'], ['Nxc6', 'bxc6'], ['Qxe2', 'Nf4\n'], ['Qc2', 'Qxd3'], ['Qxd3', 'Nxd3'], ['Bxf6', 'gxf6'], ['Nd2', 'a5'], ['Rfd1', 'Red8'], ['Nc4', 'Rd5'], ['Rab1', 'a4\n'], ['b4', 'Rad8'], ['Rd2', 'c5'], ['b5', 'Kf7'], ['Rbd1', 'Ke6'], ['f4', 'Ke7'], ['b6', 'cxb6'], ['Nxb6', 'R5d6\n'], ['Nc4', 'Rd5'], ['Kf1', 'Nb2'], ['Rxd5', 'Nxd1'], ['Rxf5', 'Nc3'], ['Kf2', 'Rd1'], ['Rh5', 'Rc1'], ['Kf3', 'Ke6\n'], ['Rxc5', 'Rf1+'], ['Kg4', 'Ne4'], ['Rb5', 'Rf2'], ['g3', 'Rf1'], ['f5+', 'Kd7'], ['Rd5+', 'Kc6'], ['Rd4', 'h5+\n'], ['Kh4', 'Ng5'], ['Kxh5', 'Rxf5'], ['Kg6', 'Rf3'], ['h4', 'Ne6'], ['Rd6+', 'Kc5'], ['Rxe6', 'Rxg3+'], ['Kxf6', 'Kxc4\n'], ['Rb6', 'Rxe3'], ['Rb4+', 'Kd5'], ['Rxa4', 'Rf3+'], ['Kg6', 'Rg3+'], ['Kf6', 'Rf3+'], ['Kg6', 'Rg3+\n'], ['Kf5', 'Rf3+'], ['Kg5', 'Ke5'], ['h5', 'Rg3+'], ['Kh6', 'Kf6'], ['Rf4+', 'Ke5'], ['Ra4', 'Kf6'], ['Ra6+', '']]",1-0
URS-sf Russia-ch,Gorky,1989.??.??,?,"Ibragimov, Ildar","Vyzmanavin, Alexey",,,A29,"[['c4', 'e5'], ['Nc3', 'Nf6'], ['g3', 'd5'], ['cxd5', 'Nxd5'], ['Bg2', 'Nb6'], ['d3', 'Be7'], ['Be3', 'O-O'], ['Rc1', 'f5\n'], ['a3', 'Kh8'], ['Nf3', 'Nc6'], ['O-O', 'f4'], ['Bd2', 'Bg4'], ['Ne4', 'Bd6'], ['Nc5', 'Bxc5'], ['Rxc5', 'Qd6\n'], ['Rc1', 'Rad8'], ['Bc3', 'Qe7'], ['Qc2', 'Nd5'], ['Rfe1', 'Rf6'], ['b4', 'a6'], ['Bb2', 'Qe8'], ['Qb3', 'Qh5\n'], ['Rc5', 'Be6'], ['Qc2', 'Rh6'], ['Rxc6', 'bxc6'], ['Bxe5', 'Bg4'], ['Qb2', 'Rd7'], ['h4', 'Re6'], ['d4', 'h6\n'], ['Nh2', 'fxg3'], ['fxg3', 'Ne3'], ['Bf3', 'Bxf3'], ['exf3', 'Nf5'], ['Kf2', 'Qg6'], ['Nf1', 'Rf7'], ['Qc3', 'Re8\n'], ['f4', 'Rd7'], ['Re2', 'Red8']]",0-1
URS-sf Russia-ch,Gorky,1989.??.??,?,"Utemov, Vladimir","Ibragimov, Ildar",,,A29,"[['c4', 'e5'], ['Nc3', 'Nf6'], ['Nf3', 'Nc6'], ['g3', 'd5'], ['cxd5', 'Nxd5'], ['Bg2', 'Nb6'], ['O-O', 'Be7'], ['a3', 'O-O\n'], ['b4', 'Re8'], ['Rb1', 'Bf8'], ['d3', 'a5'], ['b5', 'Nd4'], ['Nd2', 'a4'], ['Bb2', 'Ra5'], ['Nc4', 'Nxc4'], ['dxc4', 'Be6\n'], ['e3', 'Bxc4'], ['exd4', 'exd4'], ['Ne4', 'Bxf1'], ['Qxf1', 'Qd7'], ['Bc1', 'Re5'], ['b6', 'c6'], ['Bd2', 'Rab5\n'], ['Rd1', 'Qe6'], ['Qd3', 'Qb3'], ['Qxb3', 'axb3'], ['Bf4', 'Re8'], ['Nd2', 'Rxb6'], ['Bf1', 'c5'], ['Rb1', 'b2\n'], ['Bc7', 'Rc6'], ['Bf4', 'Rb6'], ['Bc7', 'Rc6'], ['Bf4', 'h6'], ['Bb5', 'c4'], ['Nxc4', 'g5'], ['Bxc6', 'bxc6\n'], ['Bd2', 'Bxa3'], ['Nxa3', 'Ra8'], ['Bb4', 'Rb8'], ['Bd2', 'Ra8'], ['Bb4', '']]",1-0
