Wch U10,Duisburg,1992.??.??,1,"Grischuk, Alexander","Simons, Rudi",,,C70,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'b5'], ['Bb3', 'Nf6'], ['Ng5', 'Be7'], ['Nxf7', 'Rf8'], ['Nxd8', 'Bxd8\n'], ['O-O', 'Nxe4'], ['Qh5+', 'g6'], ['Qxh7', 'Ng5'], ['Qxg6+', 'Nf7'], ['d3', 'a5'], ['Bh6', 'Rg8'], ['Qxf7+', '']]",1-0
Wch U10,Duisburg,1992.??.??,2,"Azarov, Sergei","Grischuk, Alexander",,,C05,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['c3', 'Nc6'], ['Ngf3', 'Nf6'], ['e5', 'Nd7'], ['Bd3', 'cxd4'], ['cxd4', 'Qb6\n'], ['Nb3', 'Bb4+'], ['Bd2', 'a5'], ['Bc3', 'a4'], ['Nbd2', 'f6'], ['O-O', 'O-O'], ['Nh4', 'Bxc3'], ['bxc3', 'fxe5\n'], ['dxe5', 'Ncxe5'], ['Bc2', 'g6'], ['Ndf3', 'Nxf3+'], ['Nxf3', 'Qc6'], ['Nd4', 'Qd6'], ['Bxa4', 'Nc5\n'], ['Bc2', 'e5'], ['Nb5', 'Qc6'], ['a4', 'Bf5'], ['Bb3', 'Nxb3'], ['Qxb3', 'Bd3'], ['Rfe1', 'Qc5'], ['Qb2', 'Rf5\n'], ['Rad1', 'Raf8'], ['Rd2', 'Be4'], ['Qa2', 'Kg7'], ['Nd6', 'Qxd6'], ['Rxe4', 'Qc5'], ['Re1', 'Qxc3'], ['Rb1', 'Kh8\n'], ['Qxd5', 'e4'], ['Qd4+', 'Qxd4'], ['Rxd4', 'Rxf2'], ['Rxe4', 'Ra2'], ['h3', 'Rf7']]",1/2-1/2
Wch U10,Duisburg,1992.??.??,3,"Grischuk, Alexander","Tatarliev, G.",,,C10,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'dxe4'], ['Nxe4', 'Nd7'], ['Nf3', 'Ngf6'], ['Bd3', 'Nxe4'], ['Bxe4', 'Nf6'], ['Bd3', 'Be7\n'], ['O-O', 'O-O'], ['c4', 'b6'], ['b3', 'Bb7'], ['Bb2', 'Rc8'], ['Qe2', 'c5'], ['Rad1', 'Qc7'], ['Bb1', 'Rfd8\n'], ['Rfe1', 'cxd4'], ['Nxd4', 'a6'], ['Nxe6', 'Qc6'], ['Nf4', 'Bd6'], ['Nd5', 'Nxd5'], ['cxd5', 'Qc5'], ['Rd4', 'a5\n'], ['Qh5', 'g6'], ['Qxh7+', '']]",1-0
Wch U10,Duisburg,1992.??.??,4,"Geanta, Horia","Grischuk, Alexander",,,C02,"[['e4', 'e6'], ['d4', 'd5'], ['e5', 'c5'], ['c3', 'Nc6'], ['Nf3', 'Qb6'], ['Be2', 'cxd4'], ['cxd4', 'Nge7'], ['Na3', 'Ng6\n'], ['Nc2', 'f6'], ['h4', 'fxe5'], ['h5', 'Nf4'], ['dxe5', 'Nxe2'], ['Qxe2', 'Bc5'], ['O-O', 'O-O'], ['Be3', 'd4\n'], ['b4', 'dxe3'], ['bxc5', 'Qxc5'], ['Nxe3', 'Nxe5'], ['Ng5', 'h6'], ['Ne4', 'Qe7'], ['Qb5', 'Nc6'], ['Rac1', 'e5\n'], ['Nd5', 'Qh4'], ['Qc4', 'Kh8'], ['Ng3', 'Nd4'], ['Rfe1', 'b5'], ['Ne7', 'Qf6'], ['Qd3', 'Qxf2+'], ['Kh1', 'Bb7\n'], ['Ng6+', 'Kg8'], ['Ne4', 'Bxe4'], ['Qxe4', 'Nf5'], ['Qd5+', 'Kh7'], ['Nxf8+', 'Rxf8'], ['Qxe5', 'Qh4+\n'], ['Kg1', 'Ng3']]",0-1
Wch U10,Duisburg,1992.??.??,5,"Grischuk, Alexander","Mohsin, Basim A",,,B25,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'd6'], ['Bg2', 'Nf6'], ['d3', 'g6'], ['f4', 'Bg7'], ['Nf3', 'O-O'], ['O-O', 'Be6\n'], ['h3', 'Qd7'], ['g4', 'Qc7'], ['f5', 'Bd7'], ['Be3', 'Rab8'], ['a4', 'a6'], ['Ne2', 'b5'], ['axb5', 'axb5\n'], ['Qd2', 'Rfc8'], ['Ng3', 'd5'], ['Bf4', 'Qb7'], ['Bxb8', 'Qxb8'], ['Qf2', 'dxe4'], ['dxe4', 'Ne8'], ['c3', 'b4\n'], ['Rad1', 'Qc7'], ['fxg6', 'hxg6'], ['Qxc5', 'Bxg4'], ['hxg4', 'Qxg3'], ['Qd5', 'Nf6'], ['Qg5', 'Kh7\n'], ['Qh4+', 'Qxh4'], ['Nxh4', 'Nxg4'], ['Bh3', 'Nce5'], ['Bxg4', 'Nxg4'], ['Rxf7', 'bxc3'], ['bxc3', 'Rxc3\n'], ['Rxe7', 'Rg3+'], ['Kf1', 'Ne3+'], ['Kf2', 'Rh3'], ['Rdd7', 'Ng4+'], ['Kg2', 'Rxh4'], ['Rxg7+', 'Kh8\n'], ['Kg3', '']]",1-0
Wch U10,Duisburg,1992.??.??,6,"McShane, Luke J","Grischuk, Alexander",,,C09,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['exd5', 'exd5'], ['Ngf3', 'Nc6'], ['Bb5', 'Bd6'], ['O-O', 'Ne7'], ['dxc5', 'Bxc5\n'], ['Nb3', 'Bd6'], ['Bg5', 'O-O'], ['c3', 'Bg4'], ['Be2', 'Qc7'], ['h3', 'Bh5'], ['Nfd4', 'Bxe2'], ['Qxe2', 'Rfe8\n'], ['Qh5', 'Bf4'], ['Rad1', 'h6'], ['Bxf4', 'Qxf4'], ['Qf3', 'Qg5'], ['Qd3', 'Ne5'], ['Qb5', 'N7g6'], ['Ne2', 'Nf3+\n'], ['Kh1', 'Nfh4'], ['Rg1', 'Qf5'], ['Nbd4', 'Qxf2'], ['Rdf1', 'Qe3'], ['Qxb7', 'Ne5'], ['Qb3', 'Nd3'], ['Qxd5', 'Nf2+\n'], ['Kh2', 'Rad8'], ['Qh5', 'Re4'], ['Ng3', 'Qf4'], ['Rxf2', 'Qxf2'], ['Nxe4', '']]",1-0
Wch U10,Duisburg,1992.??.??,7,"Grischuk, Alexander","Aronov, L.",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['d3', 'd6'], ['Nbd2', 'Nf6'], ['c3', 'a6'], ['Bb3', 'O-O'], ['O-O', 'Be6\n'], ['Bc2', 'Ba7'], ['h3', 'Nd7'], ['Nc4', 'h6'], ['Ne3', 'Qf6'], ['g4', 'h5'], ['Nf5', 'Bxf5'], ['Bg5', 'Qe6\n'], ['gxf5', 'Qe8'], ['Kh2', 'g6'], ['Bh6', 'Qe7'], ['Ng5', 'Kh8'], ['Qf3', 'Rae8'], ['Rg1', 'Rg8'], ['Bb3', 'Nd8\n'], ['fxg6', 'fxg6'], ['Nf7+', 'Nxf7'], ['Qxf7', 'Qxf7'], ['Bxf7', 'Bxf2'], ['Rg2', 'Bh4'], ['Bxe8', 'Rxe8\n'], ['Rxg6', 'Nc5'], ['Bg5', 'Bxg5'], ['Rxg5', 'Nxd3'], ['Rxh5+', 'Kg7'], ['Rg1+', 'Kf6'], ['Rh6+', 'Kf7\n'], ['Rh7+', 'Kf8'], ['Rh8+', 'Kf7'], ['Rxe8', 'Kxe8'], ['h4', 'd5'], ['h5', 'd4'], ['h6', 'dxc3'], ['h7', '']]",1-0
Wch U10,Duisburg,1992.??.??,8,"Ortega Ruiz, Jose Migues","Grischuk, Alexander",,,E92,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['dxe5', 'dxe5'], ['Qxd8', 'Rxd8\n'], ['Bg5', 'Re8'], ['Rd1', 'h6'], ['Bxf6', 'Bxf6'], ['Nd5', 'Bd8'], ['Nxe5', 'Rxe5'], ['Nb6', 'axb6'], ['Rxd8+', 'Kg7\n'], ['Rxc8', 'Rxe4'], ['f3', 'Re5'], ['Kf2', 'Rea5'], ['Rd1', 'Nc6'], ['Rxa8', 'Rxa8'], ['a3', 'Rd8'], ['Rxd8', 'Nxd8\n'], ['b4', 'Kf6'], ['Ke3', 'g5'], ['Bd3', 'Ke5'], ['g3', '']]",1/2-1/2
Wch U10,Duisburg,1992.??.??,9,"Ganguly, Surya Shekhar","Grischuk, Alexander",,,E68,"[['Nf3', 'Nf6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'O-O'], ['d4', 'd6'], ['c4', 'Nbd7'], ['Nc3', 'e5'], ['e4', 'exd4\n'], ['Nxd4', 'Re8'], ['h3', 'Nc5'], ['Re1', 'a5'], ['Bf4', 'a4'], ['Rc1', 'c6'], ['Nc2', 'Bf8'], ['Qd2', 'Nh5\n'], ['Be3', 'Qa5'], ['Nd4', 'Bd7'], ['Rcd1', 'Rad8'], ['g4', 'Ng7'], ['Nd5', 'Qxd2'], ['Nf6+', 'Kh8'], ['Rxd2', 'Re7\n'], ['Nc2', 'Re6'], ['Bxc5', 'Rxf6'], ['e5', 'Rf4'], ['Bxd6', 'Be6'], ['c5', 'Bxa2'], ['Red1', 'Bb3'], ['e6', 'Bxd6\n'], ['e7', 'Rd7'], ['cxd6', 'Ne8'], ['g5', 'f6'], ['h4', 'Kg7'], ['Bf1', 'Kf7'], ['Nd4', 'Bd5'], ['Kh2', 'Nxd6\n'], ['Kg3', 'Rxd4'], ['Rxd4', 'Nf5+'], ['Kf4', 'Nxd4'], ['Rxd4', 'Rxe7'], ['Rxa4', 'f5'], ['Bd3', 'Ke6'], ['Ra1', 'Kd6\n'], ['h5', 'c5'], ['Rd1', 'Kc6'], ['hxg6', 'hxg6'], ['Rd2', 'c4'], ['Bb1', 'Kc5'], ['f3', 'b5'], ['Kg3', 'Re3\n'], ['Rf2', 'b4'], ['Bc2', 'b3'], ['Bd1', 'Kb4'], ['Rd2', 'Be6'], ['Kf2', 'Rd3'], ['Ke2', 'Rxd2+'], ['Kxd2', 'f4\n'], ['Be2', 'Bf5'], ['Bf1', 'c3+'], ['Kc1', 'c2'], ['Kd2', 'Kc5'], ['Be2', 'Kd4'], ['Bb5', 'Ke5'], ['Be8', 'Kd4\n'], ['Bf7', 'Be4'], ['Bxb3', 'c1=Q+'], ['Kxc1', 'Bxf3'], ['Kd2', 'Bg4'], ['Bc2', 'Bh5'], ['Bd3', 'f3']]",1/2-1/2
Wch U10,Duisburg,1992.??.??,10,"Grischuk, Alexander","Bacrot, Etienne",,,B01,"[['e4', 'd5'], ['exd5', 'Qxd5'], ['Nc3', 'Qa5'], ['d4', 'Nf6'], ['Nf3', 'Nc6'], ['Be2', 'Bg4'], ['h3', 'Qh5'], ['Bf4', 'O-O-O\n'], ['O-O', 'Bxf3'], ['Bxf3', 'Qh4'], ['Bxc6', 'Qxf4'], ['Bf3', 'Rxd4'], ['Qe2', 'c6'], ['Rad1', 'Rxd1'], ['Rxd1', 'Qc7\n'], ['b4', 'e6'], ['b5', 'Bb4'], ['Ne4', 'Nd5'], ['bxc6', 'bxc6'], ['a3', 'Be7'], ['Rb1', 'Qa5'], ['c4', 'Nb6\n'], ['c5', 'Nd5'], ['Qb2', 'Qb5'], ['Qc2', 'Qa5'], ['a4', 'f5'], ['Qb2', 'fxe4'], ['Qb7+', 'Kd8'], ['Bg4', 'Rf8\n'], ['Bxe6', 'Qc7'], ['Qa8+', '']]",1-0
Wch U10,Duisburg,1992.??.??,11,"Grischuk, Alexander","Das, N.",,,B26,"[['e4', 'c5'], ['Nc3', 'd6'], ['g3', 'Nc6'], ['Bg2', 'g6'], ['d3', 'Bg7'], ['Be3', 'e6'], ['Qd2', 'Nd4'], ['h4', 'Ne7'], ['h5', 'Nec6\n'], ['Nge2', 'Qa5'], ['O-O', 'Nxe2+'], ['Qxe2', 'Bxc3'], ['bxc3', 'Qxc3'], ['f4', 'Nd4'], ['Qf2', 'Bd7'], ['f5', 'gxh5\n'], ['fxe6', 'Bxe6'], ['Bg5', 'Rg8'], ['Bf6', 'Rg6'], ['Kh1', 'Kd7'], ['Rab1', 'b6'], ['Rb3', 'Bxb3'], ['axb3', 'Rag8\n'], ['Bxd4', 'cxd4'], ['Qxf7+', 'Kc8'], ['Qxa7', 'Qc7'], ['Bh3+', 'Rg4'], ['Qa6+', 'Qb7'], ['Bxg4+', 'hxg4\n'], ['Qc4+', '']]",1-0
