Moscow Kasparov Cup,Moscow,1998.??.??,1,"Afonin, Alexey","Alekseev, Evgeny",,,B01,"[['e4', 'd5'], ['exd5', 'Nf6'], ['d4', 'Nxd5'], ['Nf3', 'g6'], ['Be2', 'Bg7'], ['O-O', 'O-O'], ['Na3', 'Nc6'], ['Nc4', 'Nb6\n'], ['c3', 'Nxc4'], ['Bxc4', 'Bg4'], ['Be2', 'Qd6'], ['h3', 'Bxf3'], ['Bxf3', 'Rab8'], ['Be3', 'Rfd8'], ['Re1', 'e6\n'], ['Qb3', 'h6'], ['Rad1', 'b5'], ['d5', 'Na5'], ['Qc2', 'e5'], ['Bxa7', 'Ra8'], ['Be3', 'Nc4'], ['b3', 'Nxe3\n'], ['fxe3', 'e4'], ['Bxe4', 'Ra6'], ['Bd3', 'Qg3'], ['Qf2', 'Qxf2+'], ['Kxf2', 'Bxc3'], ['Re2', 'Rxd5'], ['Bc2', 'Rf6+\n'], ['Kg1', 'Rxd1+'], ['Bxd1', 'Rd6'], ['Bc2', 'c5'], ['Kf2', 'Kg7'], ['Be4', 'Bd2'], ['Bc6', 'c4'], ['bxc4', 'bxc4\n'], ['Ba4', 'c3'], ['Kf3', 'Ra6'], ['Bb3', 'Rb6'], ['Bd1', 'Rb1'], ['Ba4', 'Rb2'], ['a3', 'c2'], ['Bxc2', 'Rxc2\n'], ['Ke4', 'Rb2'], ['Kd3', 'Bc3']]",0-1
Moscow Kasparov Cup,Moscow,1998.??.??,2,"Alekseev, Evgeny","Guseinov, Kadir",,,B07,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'c6'], ['f4', 'Qa5'], ['e5', 'Ne4'], ['Bd3', 'Bf5'], ['Qf3', 'd5'], ['g4', 'Nxc3\n'], ['gxf5', 'Nb5+'], ['Bd2', 'Qd8'], ['c3', 'g6'], ['e6', 'fxe6'], ['fxg6', 'Nd6'], ['Qg4', 'Nf5'], ['Bxf5', 'exf5\n'], ['g7', '']]",1-0
Moscow Kasparov Cup,Moscow,1998.??.??,3,"Azarov, Sergei","Alekseev, Evgeny",,,B01,"[['e4', 'd5'], ['exd5', 'Nf6'], ['d4', 'Nxd5'], ['Nf3', 'g6'], ['Be2', 'Bg7'], ['O-O', 'O-O'], ['c4', 'Nb6'], ['Nc3', 'Bg4\n'], ['h3', 'Bxf3'], ['Bxf3', 'Nc6'], ['c5', 'Nd7'], ['Be3', 'e5'], ['Bxc6', 'bxc6'], ['Qa4', 'exd4'], ['Bxd4', 'Nb6\n'], ['cxb6', 'Qxd4'], ['Qxd4', 'Bxd4'], ['bxc7', 'Rac8'], ['Rad1', 'Bxc3'], ['bxc3', 'Rxc7'], ['Rfe1', 'Rb8\n'], ['Rd2', 'Rcb7'], ['Ree2', 'a5'], ['a4', 'Rb3'], ['Re5', 'Rxc3'], ['Rxa5', 'Rb7'], ['Ra8+', 'Kg7'], ['Ra2', 'Rcb3\n'], ['a5', 'Rb1+'], ['Kh2', 'R7b2'], ['Rxb2', 'Rxb2'], ['Kg3', 'Ra2'], ['Kf3', 'c5'], ['a6', '']]",1/2-1/2
Moscow Kasparov Cup,Moscow,1998.??.??,4,"Alekseev, Evgeny","Radjabov, Teimour",,,A90,"[['d4', 'e6'], ['Nf3', 'f5'], ['g3', 'Nf6'], ['Bg2', 'd5'], ['c4', 'c6'], ['O-O', 'Bd6'], ['b3', 'Qe7'], ['Ne5', 'O-O'], ['Qc2', 'Nbd7\n'], ['Bb2', 'Ne4'], ['f3', 'Nef6'], ['Nd2', 'Nxe5'], ['dxe5', 'Bc5+'], ['Kh1', 'Nh5'], ['Rfd1', 'Nxg3+'], ['hxg3', 'Qg5\n'], ['Nf1', 'Qh5+'], ['Nh2', 'Bf2'], ['e3', 'Bxg3'], ['Bf1', 'f4'], ['e4', 'dxe4'], ['Qg2', 'exf3'], ['Qh3', 'Rf5\n'], ['Rd8+', 'Kf7'], ['Ba3', 'Qxh3'], ['Bxh3', 'Rh5'], ['Nxf3', 'Rxh3+'], ['Kg2', 'Rh5'], ['Rad1', 'b6'], ['Rf8+', 'Kg6\n'], ['Rdd8', 'Bb7'], ['Rxa8', 'c5']]",0-1
Moscow Kasparov Cup,Moscow,1998.??.??,5,"Gaprindashvili, Valerian","Alekseev, Evgeny",,,E68,"[['d4', 'Nf6'], ['c4', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['Nc3', 'd6'], ['Nf3', 'Nbd7'], ['O-O', 'e5'], ['h3', 'exd4\n'], ['Nxd4', 'Re8'], ['e4', 'Rb8'], ['Bg5', 'h6'], ['Be3', 'Ne5'], ['b3', 'c5'], ['Nc2', 'b5'], ['f4', 'Ned7'], ['Qxd6', 'b4\n'], ['e5', 'bxc3'], ['exf6', 'Qxf6'], ['Qxf6', 'Bxf6'], ['Rae1', 'Re6'], ['g4', 'Rbb6'], ['Bd5', 'Re7'], ['Bf2', 'a5\n'], ['Rxe7', 'Bxe7'], ['Na3', 'Nf6'], ['Rc1', 'Nxd5'], ['cxd5', 'Bb7'], ['Nc4', 'Ra6'], ['Rxc3', 'Bxd5'], ['Re3', 'Kf8\n'], ['Re5', 'Bxc4'], ['bxc4', 'Rc6'], ['Kg2', 'Ke8'], ['Kf3', 'Kd7'], ['f5', 'Bd6'], ['Rd5', 'Ke7'], ['Ke4', 'g5\n'], ['a4', 'Rb6'], ['Bxc5', 'Bxc5'], ['Rxc5', 'Rb4'], ['Ke5', 'Rxa4'], ['Rc7+', 'Kf8'], ['Kf6', 'Kg8'], ['Rc8+', 'Kh7\n'], ['Kxf7', 'Ra3'], ['Kf6', 'Rxh3'], ['Rc7+', '']]",1-0
Moscow Kasparov Cup,Moscow,1998.??.??,6,"Alekseev, Evgeny","Grachev, Boris",,,B22,"[['e4', 'c5'], ['c3', 'Nf6'], ['e5', 'Nd5'], ['d4', 'cxd4'], ['Nf3', 'e6'], ['cxd4', 'b6'], ['Nc3', 'Bb7'], ['Bd3', 'Be7\n'], ['O-O', 'O-O'], ['Qe2', 'f5'], ['exf6', 'Nxf6'], ['Ng5', 'Nc6'], ['Nce4', 'h6'], ['Nxf6+', 'Bxf6'], ['Nh7', 'Bxd4\n'], ['Nxf8', 'Qxf8'], ['Be3', 'Bf6'], ['Rac1', 'd5'], ['Bxb6', 'axb6'], ['Rxc6', 'Bxc6'], ['Qxe6+', 'Qf7\n'], ['Qxc6', 'Rb8'], ['Bf5', 'Kh8'], ['b3', 'd4'], ['Bd3', 'Qe8'], ['Qf3', 'Qe5'], ['Qg4', 'b5'], ['a4', 'bxa4\n'], ['Qg6', 'Kg8'], ['Bc4+', 'Kh8'], ['Bd3', 'Kg8'], ['Bc4+', 'Kh8'], ['Bd3', 'Kg8'], ['bxa4', 'Rc8'], ['g3', 'Qa5\n'], ['Rb1', 'Qd8'], ['Rb7', 'Qd5'], ['Be4', 'Qe6'], ['Rxg7+', 'Kf8'], ['Rh7', 'Rc1+'], ['Kg2', '']]",1-0
Moscow Kasparov Cup,Moscow,1998.??.??,7,"Markarov, Arsen","Alekseev, Evgeny",,,B01,"[['e4', 'd5'], ['exd5', 'Nf6'], ['d4', 'Nxd5'], ['Nf3', 'g6'], ['Be2', 'Bg7'], ['O-O', 'O-O'], ['h3', 'Nc6'], ['Re1', 'Nb6\n'], ['c3', 'e5'], ['dxe5', 'Nxe5'], ['Qxd8', 'Rxd8'], ['Bf4', 'Nxf3+'], ['Bxf3', 'c6'], ['Bc7', 'Rf8'], ['Nd2', 'Be6\n'], ['Ne4', 'Bd5'], ['Bxb6', 'axb6'], ['a3', 'Rfd8'], ['Nd2', 'Bh6'], ['Nf1', 'Bxf3'], ['gxf3', 'Rd3'], ['Re7', 'Rb8\n'], ['Kg2', 'Kf8'], ['Rae1', 'Bg5'], ['R7e4', 'Ra8'], ['Rb4', 'b5'], ['Rg4', 'Bf6'], ['Rge4', 'Rdd8'], ['Ng3', 'Rd2\n'], ['R4e2', 'Rxe2'], ['Rxe2', 'Rd8'], ['f4', 'Rd1'], ['f5', 'Rb1'], ['Ne4', 'Bh4'], ['fxg6', 'hxg6'], ['Nc5', 'b6\n'], ['Nd7+', 'Kg7'], ['Nxb6', 'Rd1'], ['c4', 'Bf6'], ['cxb5', 'cxb5'], ['Nc8', 'Rd3'], ['b4', 'Rxa3'], ['Nd6', 'Bg5']]",1/2-1/2
Moscow Kasparov Cup,Moscow,1998.??.??,8,"Alekseev, Evgeny","Tenikashvili, Georgij",,,B19,"[['e4', 'c6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Bf5'], ['Ng3', 'Bg6'], ['Nf3', 'Nd7'], ['h4', 'h6'], ['h5', 'Bh7\n'], ['Bd3', 'Bxd3'], ['Qxd3', 'Qc7'], ['Rh4', 'e6'], ['Bf4', 'Bd6'], ['Bxd6', 'Qxd6'], ['Ne4', 'Qe7'], ['Qa3', 'Qxa3\n'], ['bxa3', 'Ke7'], ['Nc5', 'Nxc5'], ['dxc5', 'a5'], ['Rb1', 'Ra7'], ['Rd4', 'Nf6'], ['Ne5', 'Rc8'], ['g4', 'Rc7\n'], ['f3', 'Nd7'], ['Nd3', 'Ra6'], ['Ke2', 'Ra8'], ['Ke3', 'Kf8'], ['f4', 'Ke7'], ['Kf2', 'f6'], ['Re1', 'Kf7\n'], ['Rd6', 'Re8'], ['Re4', 'Nf8'], ['Red4', 'Ke7'], ['Nb2', 'Nd7'], ['Nd3', 'e5'], ['fxe5', 'fxe5'], ['Rc4', 'Nxc5\n'], ['Rg6', 'e4'], ['Ke3', 'exd3'], ['Rxc5', 'dxc2'], ['Rxc2', 'Kd8+'], ['Kd4', 'Rd7+'], ['Kc3', 'Re5'], ['Rg2', 'Kc7\n'], ['g5', 'Rc5+'], ['Kb2', 'hxg5'], ['R2xg5', 'Rxg5'], ['Rxg5', 'Kb6'], ['Kc3', 'Rd5'], ['Rxg7', 'Rxh5\n'], ['Kb3', 'Rh3+'], ['Kb2', 'Rh4'], ['Kb3', 'Ka6'], ['Rg6', 'Kb5'], ['Rg5+', 'c5'], ['Rf5', 'Rh3+'], ['Kb2', 'b6\n'], ['Rf4', 'Rh2+'], ['Kb1', 'Rd2'], ['Rg4', 'Rd4'], ['Rg6', 'Rd2'], ['Rg4', 'c4'], ['Rg5+', 'Ka4'], ['Rg3', 'Rd3\n'], ['Rg4', 'b5']]",0-1
Moscow Kasparov Cup,Moscow,1998.??.??,9,"Izoria, Zviad","Alekseev, Evgeny",,,E73,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Bg5', 'h6'], ['Be3', 'e5'], ['d5', 'Nbd7\n'], ['Qd2', 'Nc5'], ['f3', 'a5'], ['Bd1', 'Ne8'], ['h4', 'f5'], ['Bxh6', 'Nd3+'], ['Qxd3', 'Bxh6'], ['Bc2', 'Nf6\n'], ['Nh3', 'Nh5'], ['Ng5', 'Bxg5'], ['hxg5', 'Qxg5'], ['Qd2', 'Qxd2+'], ['Kxd2', 'Ng3'], ['Rh2', 'f4'], ['Ba4', 'b6\n'], ['Bb5', 'Kg7'], ['Ne2', 'Nxe2'], ['Kxe2', 'Bb7'], ['Kf2', 'Rh8'], ['Rxh8', 'Rxh8'], ['Bd7', 'Kf6'], ['b3', 'Rd8\n'], ['Bg4', 'Ra8'], ['a3', 'Bc8'], ['Bxc8', 'Rxc8'], ['Rh1', 'Kg7'], ['g4', 'fxg3+'], ['Kxg3', 'Rb8'], ['Rc1', 'Ra8\n'], ['b4', 'axb4'], ['axb4', 'Ra4'], ['c5', 'Rxb4'], ['cxd6', 'cxd6'], ['Rc6', 'b5'], ['Rxd6', 'Rc4'], ['Re6', 'Kf7\n'], ['Rxe5', 'Rc7'], ['d6', 'Rd7'], ['Rxb5', 'Rxd6'], ['Rd5', 'Ra6'], ['Rd3', 'Ke6'], ['Kf4', 'Kf6'], ['Kg4', 'Rc6\n'], ['Rd5', 'Ra6'], ['f4', 'Ra1'], ['Rd3', 'Rg1+'], ['Rg3', 'Re1'], ['e5+', 'Kf7'], ['Kg5', 'Re2'], ['Rg1', 'Re3\n'], ['Kg4', 'Re2'], ['Ra1', 'Rg2+'], ['Kf3', 'Rb2'], ['Ra7+', 'Kf8'], ['Rd7', 'Rb1'], ['Ke4', 'Rb4+'], ['Rd4', 'Rb1\n'], ['Kd5', 'Ke7'], ['Ra4', 'Rd1+'], ['Rd4', 'Ra1'], ['Ke4', 'Re1+'], ['Kd3', 'g5'], ['Kd2', 'Rf1']]",1/2-1/2
Wch U14,Oropesa del Mar,1998.??.??,1,"Miton, Kamil","Alekseev, Evgeny",,,E94,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Nf3', 'Nbd7'], ['O-O', 'e5'], ['Qc2', 'c6\n'], ['Rd1', 'Qe7'], ['Rb1', 'exd4'], ['Nxd4', 'Nc5'], ['f3', 'a5'], ['Bg5', 'h6'], ['Bh4', 'Re8'], ['Bf1', 'Qf8\n'], ['Bf2', 'Nh5'], ['g3', 'f5'], ['Re1', 'f4'], ['g4', 'Nf6'], ['b3', 'Nfd7'], ['Rbd1', 'Ne5'], ['Bg2', 'Qe7\n'], ['Rd2', 'Bf6'], ['Red1', 'Bh4'], ['Kh1', 'Bxf2'], ['Rxf2', 'Qh4'], ['Rff1', 'Rf8'], ['Qf2', 'Qf6'], ['Rd2', 'a4\n'], ['Rfd1', 'axb3'], ['axb3', 'Rd8'], ['Bf1', 'Ra3'], ['Nb1', 'Ra8'], ['Nc3', 'Na6'], ['Nde2', 'Kg7'], ['Na4', 'Kf7\n'], ['Qb6', 'Nb8'], ['c5', 'Nbd7'], ['Qc7', 'Rxa4'], ['bxa4', '']]",0-1
Wch U14,Oropesa del Mar,1998.??.??,2,"Alekseev, Evgeny","Fluvia Poyatos, Joan",,,B22,"[['e4', 'c5'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['d4', 'Nf6'], ['Nf3', 'g6'], ['Be2', 'Bg7'], ['c4', 'Qd8'], ['O-O', 'O-O\n'], ['Nc3', 'cxd4'], ['Nxd4', 'Nc6'], ['Nxc6', 'bxc6'], ['Qxd8', 'Rxd8'], ['Re1', 'Be6'], ['Na4', 'Nd7'], ['Bg5', 'Kf8\n'], ['Rac1', 'Bd4'], ['b3', 'Nc5'], ['Nxc5', 'Bxc5'], ['Bf3', 'Rac8'], ['h3', 'Bb4'], ['Rcd1', 'Rxd1'], ['Rxd1', 'Bc5\n'], ['Bd2', 'Bd6'], ['Bc3', 'f6'], ['Bxf6', 'a5'], ['Bd4', 'c5'], ['Bc3', 'a4'], ['Bg4', 'Bxg4'], ['hxg4', 'axb3\n'], ['axb3', 'Rb8'], ['Rb1', 'Kf7'], ['Kf1', 'Ke6'], ['Ke2', 'Be5'], ['Kd3', 'Bxc3'], ['Kxc3', 'Rf8'], ['f3', 'h5\n'], ['gxh5', 'gxh5'], ['b4', 'cxb4+'], ['Rxb4', 'Rg8'], ['Rb2', 'Kd6'], ['Kd4', 'h4'], ['Ra2', 'Rg3'], ['c5+', 'Kc6\n'], ['Ra6+', 'Kb7'], ['Re6', 'Rxg2'], ['Rxe7+', 'Kc6'], ['Re6+', 'Kd7'], ['Rd6+', 'Ke7'], ['Rh6', 'Rf2'], ['Ke5', 'Rc2\n'], ['Kd5', 'Rf2'], ['Rxh4', 'Rxf3'], ['Kc6', 'Rc3'], ['Rd4', 'Rc1'], ['Kb6', 'Rb1+'], ['Kc7', 'Re1'], ['c6', 'Re2\n'], ['Kc8', 'Re1'], ['c7', 'Re2'], ['Rb4', '']]",1-0
Wch U14,Oropesa del Mar,1998.??.??,3,"Alcazar Jimenez, Jesus","Alekseev, Evgeny",,,B01,"[['e4', 'd5'], ['exd5', 'Nf6'], ['Bb5+', 'Bd7'], ['Bc4', 'Bg4'], ['f3', 'Bc8'], ['Nc3', 'Nbd7'], ['d4', 'Nb6'], ['Bb3', 'Nfxd5\n'], ['Nxd5', 'Nxd5'], ['c4', 'Nf6'], ['Be3', 'e6'], ['Ne2', 'Bb4+'], ['Nc3', 'Bxc3+'], ['bxc3', 'O-O'], ['O-O', 'b6\n'], ['Qe1', 'Ba6'], ['Qg3', 'Kh8'], ['Rad1', 'Qd7'], ['Rfe1', 'Rfe8'], ['Qh4', 'Ng8'], ['d5', 'exd5'], ['cxd5', 'Ne7\n'], ['Ba4', 'Bb5'], ['Bc2', 'Ng6'], ['Qd4', 'Rad8'], ['c4', 'c5'], ['Qc3', 'Ba6'], ['Bd3', 'Ne5'], ['Bf1', 'f6\n'], ['a4', 'Re7'], ['a5', 'Rde8'], ['axb6', 'axb6'], ['Bf2', 'Nf7'], ['Rxe7', 'Rxe7'], ['Rb1', 'Qd8'], ['Qb3', 'Rb7\n'], ['Qa4', 'Qa8'], ['Bg3', 'h6'], ['Qc6', 'Qd8'], ['Re1', 'Ne5'], ['Bxe5', 'fxe5'], ['Rxe5', 'Re7'], ['f4', 'Rxe5\n'], ['fxe5', 'Qg5'], ['Qe8+', 'Kh7'], ['Bd3+', 'g6'], ['Qf7+', 'Kh8'], ['Qf6+', 'Qxf6'], ['exf6', 'g5'], ['Bf5', '']]",1-0
Wch U14,Oropesa del Mar,1998.??.??,4,"Alekseev, Evgeny","Soltanici, Ruslan",,,B22,"[['e4', 'c5'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['d4', 'Nf6'], ['Nf3', 'Bg4'], ['Be2', 'e6'], ['h3', 'Bh5'], ['c4', 'Qd6\n'], ['Nc3', 'cxd4'], ['Nb5', 'Qb6'], ['Bf4', 'Bb4+'], ['Nd2', 'Bxe2'], ['Qxe2', 'Na6'], ['O-O', 'O-O'], ['Nf3', 'Rad8\n'], ['Rad1', 'Bc5'], ['a3', 'd3'], ['Rxd3', 'Rxd3'], ['Qxd3', 'Rd8'], ['Qe2', 'Qc6'], ['b4', 'Bb6'], ['c5', 'Bc7\n'], ['Bd6', 'Bxd6'], ['Nxd6', 'Qa4'], ['Ne5', 'Rf8'], ['Qf3', 'Nd5'], ['Nxb7', 'Nac7'], ['Nc4', 'Nb5'], ['Nbd6', 'Nbc7\n'], ['Rb1', 'Qc2'], ['Qe4', 'Qxe4'], ['Nxe4', 'Rb8'], ['Ned6', 'a6'], ['Ne5', 'f6'], ['Nc6', 'Ra8'], ['Rb3', 'Kf8\n'], ['a4', 'e5'], ['b5', 'axb5'], ['axb5', 'Ra1+'], ['Kh2', 'Rc1'], ['b6', '']]",1-0
Wch U14,Oropesa del Mar,1998.??.??,5,"Raev, Rastislav","Alekseev, Evgeny",,,A30,"[['c4', 'c5'], ['Nf3', 'Nc6'], ['d3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'e6'], ['O-O', 'Nge7'], ['a3', 'O-O'], ['Nbd2', 'd5\n'], ['cxd5', 'Nxd5'], ['Qc2', 'b6'], ['d4', 'Bb7'], ['dxc5', 'Rc8'], ['Ne4', 'Ne5'], ['Qa4', 'f5'], ['Neg5', 'Qe7\n'], ['cxb6', 'axb6'], ['e4', 'fxe4'], ['Nxe4', 'Nf4'], ['Qb5', 'Nc4']]",0-1
Wch U14,Oropesa del Mar,1998.??.??,6,"Alekseev, Evgeny","Lopez Barrera, B.",,,A68,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['f4', 'O-O'], ['Nf3', 'c5'], ['d5', 'e6'], ['Be2', 'exd5'], ['cxd5', 'b5\n'], ['e5', 'dxe5'], ['fxe5', 'Ng4'], ['Bg5', 'Qa5'], ['O-O', 'Nxe5'], ['Nxe5', 'Bxe5'], ['Be7', 'Re8'], ['d6', 'Be6\n'], ['Bf3', 'Nd7'], ['Bxa8', 'Rxa8'], ['Qf3', 'Rc8'], ['Rae1', 'b4'], ['Nd5', 'Qxa2'], ['Rxe5', 'Nxe5'], ['Nf6+', 'Kg7\n'], ['Nh5+', 'Kg8'], ['Qf6', 'gxh5'], ['Qxe5', 'f5'], ['h4', 'Qc4'], ['Rf3', 'Qd4+'], ['Qxd4', 'cxd4'], ['Rd3', 'Bd7\n'], ['Rxd4', 'a5'], ['Bg5', 'Kf7'], ['Rd5', 'a4'], ['Re5', 'Re8'], ['Rxe8', 'Bxe8'], ['Bd2', 'a3'], ['bxa3', 'bxa3\n'], ['Kf2', 'a2'], ['Bc3', 'Ke6'], ['Ke3', 'Kxd6'], ['g3', 'Kd5'], ['Ba1', 'Kc4'], ['Kd2', 'Bc6'], ['Bh8', '']]",1/2-1/2
